run,fold,test_bases,RF
I_abrupto_D_,0,[0],0.1977777777777777
I_abrupto_D_,1,[1],0.1712962962962963
I_abrupto_D_,2,[2],0.1996248660235798
I_abrupto_D_,3,[3],0.2480748074807481
I_abrupto_D_,4,[4],0.267156862745098
I_abrupto_D_,5,[5],0.1762513312034078
I_abrupto_D_,6,[6],0.1298449612403101
I_abrupto_D_,7,[7],0.3168859649122807
I_abrupto_D_,8,[8],0.0644904458598726
I_abrupto_D_,9,[9],0.1931818181818181
I_abrupto_D_,10,[10],0.1910299003322259
I_abrupto_D_,11,[11],0.3400106837606838
I_abrupto_D_,0,[0],0.19777777777777777
I_abrupto_D_,1,[1],0.1712962962962963
I_abrupto_D_,2,[2],0.19962486602357984
I_abrupto_D_,3,[3],0.2480748074807481
I_abrupto_D_,4,[4],0.26715686274509803
I_abrupto_D_,5,[5],0.17625133120340788
I_abrupto_D_,6,[6],0.1298449612403101
I_abrupto_D_,7,[7],0.3168859649122807
I_abrupto_D_,8,[8],0.06449044585987261
I_abrupto_D_,9,[9],0.19318181818181818
I_abrupto_D_,10,[10],0.19102990033222592
I_abrupto_D_,11,[11],0.3400106837606838
