run,labels,RF
D_recorrente_D_,"[0.0, 1.0, 2.0, 3.0]","[[12657, 867, 2239, 2288], [4462, 6848, 452, 2812], [4821, 960, 4832, 3960], [3084, 581, 221, 15127]]"
