run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
D_incremental_D_,0,[0],42758,4062,104,104
D_incremental_D_,1,[1],42686,4134,104,104
D_incremental_D_,2,[2],43148,3672,104,104
D_incremental_D_,3,[3],42951,3869,104,104
D_incremental_D_,4,[4],42847,3973,104,104
D_incremental_D_,5,[5],42946,3874,104,104
D_incremental_D_,6,[6],42726,4094,104,104
D_incremental_D_,7,[7],43148,3672,104,104
D_incremental_D_,8,[8],42944,3876,104,104
D_incremental_D_,9,[9],42761,4059,104,104
D_incremental_D_,10,[10],43175,3645,104,104
D_incremental_D_,11,[11],42930,3890,104,104
