fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,GeometricMovingAverage,6.9703934248536825,517638,0.013465768403505312
1,drift,GeometricMovingAverage,6.87245387583971,513680,0.01337886208503292
2,drift,GeometricMovingAverage,7.023749111220241,522370,0.013445927429255586
3,drift,GeometricMovingAverage,6.774025844410062,516713,0.013109842106566048
4,drift,GeometricMovingAverage,7.082149216905236,516023,0.013724483631359913
5,drift,GeometricMovingAverage,7.137577453628182,521190,0.013694770532105724
6,drift,GeometricMovingAverage,7.154795311391354,519476,0.01377310080040532
7,drift,GeometricMovingAverage,6.784120315685868,520974,0.013021994025970334
8,drift,GeometricMovingAverage,7.419183759018779,522247,0.014206273581310718
9,drift,GeometricMovingAverage,7.405201520770788,519863,0.014244525039810082
