fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,drift,GeometricMovingAverage,0.02324480563402176,20.57531687989831,2.248429760336876,0.2614516280591488,23.108443073928356,517638,59048,0.004343633505146214,0.004427781263703238,0.0
1,drift,GeometricMovingAverage,0.023875487968325615,20.59240421280265,2.2502054162323475,0.27630991488695145,23.142795031890273,513680,63006,0.004380558745196129,0.004385454002586285,0.0
2,drift,GeometricMovingAverage,0.022124527022242546,20.577208256348968,2.2721385434269905,0.2377278320491314,23.109199158847332,522370,54316,0.004349672728960297,0.004376755137512545,0.0
3,drift,GeometricMovingAverage,0.022664550691843033,20.484504813328385,2.2646291628479958,0.2580235917121172,23.02982211858034,516713,59973,0.004382760183792542,0.004302329243361466,0.0
4,drift,GeometricMovingAverage,0.02276875637471676,20.47931596264243,2.254745749756694,0.26483333110809326,23.021663799881935,516023,60663,0.0043694675426418856,0.004365648436577375,0.0
5,drift,GeometricMovingAverage,0.021987566724419594,20.509146388620138,2.2500557843595743,0.24239381030201912,23.02358355000615,521190,55496,0.004317150721156534,0.004367770835772292,0.0
6,drift,GeometricMovingAverage,0.03521292842924595,20.495827166363597,2.2807768899947405,0.2464931644499302,23.058310149237514,519476,57210,0.00439053371088316,0.00430856781069621,0.0
7,drift,GeometricMovingAverage,0.056974343955516815,20.41547841206193,2.3293904699385166,0.24091439880430698,23.04275762476027,520974,55712,0.004471222114613237,0.0043242820003645,0.0
8,drift,GeometricMovingAverage,0.0315755158662796,20.324683075770736,2.279861632734537,0.2348639816045761,22.87098420597613,522247,54439,0.004365485359867145,0.0043142596595193905,0.0
9,drift,GeometricMovingAverage,0.03423135727643967,20.38604254834354,2.260264767333865,0.24608192406594753,22.92662059701979,519863,56823,0.004347808494418463,0.004330674622352701,0.0
