fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24_drift,GeometricMovingAverage,0.037726422771811485,11.520911624655128,1.9190613720566034,0.1285976730287075,13.60629709251225,241584,18002,0.007943660888372589,0.007143521443656677,1516.82349287346
1,catch24_drift,GeometricMovingAverage,0.03512949123978615,11.52965009585023,1.7897418066859245,0.17217806354165077,13.52669945731759,238317,21269,0.007509920847803239,0.008095258993918416,1516.82349287346
2,catch24_drift,GeometricMovingAverage,0.03425290435552597,11.518198121339083,1.842229025438428,0.1857985109090805,13.580478562042117,235364,24222,0.007827148694950919,0.007670651098550099,1516.82349287346
3,catch24_drift,GeometricMovingAverage,0.03206050023436546,11.500392088666558,1.7099705263972282,0.18223496340215206,13.424658078700304,234364,25222,0.007296216681731103,0.007225238418926019,1516.82349287346
4,catch24_drift,GeometricMovingAverage,0.03352361172437668,11.509695664048195,1.713631423190236,0.15804981626570225,13.41490051522851,237338,22248,0.007220215149660973,0.007104001090691399,1516.82349287346
5,catch24_drift,GeometricMovingAverage,0.03281564638018608,11.516658838838339,1.763052238151431,0.18641736917197704,13.498944092541933,236203,23383,0.007464139905722752,0.00797234611350028,1516.82349287346
6,catch24_drift,GeometricMovingAverage,0.03537885099649429,11.570128271356225,1.724720548838377,0.1737911868840456,13.504018858075142,236281,23305,0.0072994466285413425,0.007457248954475246,1516.82349287346
7,catch24_drift,GeometricMovingAverage,0.03583317995071411,11.514379130676389,1.734519399702549,0.15820976346731186,13.442941473796964,238123,21463,0.0072841321489421395,0.007371279106709773,1516.82349287346
8,catch24_drift,GeometricMovingAverage,0.032211124897003174,11.510826213285327,1.7180186714977026,0.1969514600932598,13.458007469773293,234183,25403,0.007336222832134282,0.0077530787738952014,1516.82349287346
9,catch24_drift,GeometricMovingAverage,0.03555375151336193,11.538678603246808,1.7167973909527063,0.17196896858513355,13.46299871429801,236651,22935,0.007254553713919258,0.007498101965778659,1516.82349287346
10,catch24_drift,GeometricMovingAverage,0.03610815852880478,11.624917801469564,1.658651564270258,0.23610356450080872,13.555781088769436,227452,32134,0.0072923147049498704,0.00734746886477901,1516.82349287346
