feature,feature_importance_mdi
x_acc__mean,0.32008330077621266
x_gyro__mean,0.18814330373579186
y_gyro__mean,0.0869680903745827
z_acc__outlier_timing_neg,0.08532290540760717
x_gyro__outlier_timing_pos,0.05575985230261321
x_gyro,0.049305806090826985
score_z_acc,0.04595273470620319
y_gyro,0.03662968389491104
y_gyro__outlier_timing_pos,0.03190717584677617
score_x_acc,0.025906008562827904
x_gyro__outlier_timing_neg,0.023103564425322944
x_acc__outlier_timing_neg,0.011520220372843537
z_gyro,0.011406881826291952
x_acc,0.00988260583598581
y_gyro__SD,0.008615246383410486
z_acc__mean,0.0020844238249885095
z_gyro__mean,0.002026131003074057
z_acc__SD,0.0016307295003936304
x_acc__SD,0.001128773622260479
z_acc,0.0008720067501175158
x_acc__outlier_timing_pos,0.00039048871657824626
y_gyro__acf_timescale,0.00029467741689189635
y_gyro__embedding_dist,0.00027264076811841034
x_acc__embedding_dist,0.00026832409538118403
y_gyro__outlier_timing_neg,0.00013324484583747116
z_acc__whiten_timescale,0.00012549883179371635
y_gyro__stretch_decreasing,6.371136453060716e-05
y_gyro__mode_10,4.3334747653192655e-05
x_acc__acf_timescale,4.241822884618673e-05
z_acc__forecast_error,3.3108772688534835e-05
z_gyro__embedding_dist,3.3032193320391764e-05
x_gyro__SD,2.9869495967755256e-05
z_acc__acf_timescale,2.0205279350569827e-05
z_acc__acf_first_min,0.0
z_acc__centroid_freq,0.0
z_acc__ami_timescale,0.0
z_acc__ami2,0.0
z_acc__embedding_dist,0.0
z_acc__dfa,0.0
y_gyro__periodicity,0.0
y_gyro__whiten_timescale,0.0
y_gyro__trev,0.0
y_gyro__transition_matrix,0.0
y_gyro__stretch_high,0.0
y_gyro__rs_range,0.0
y_gyro__mode_5,0.0
y_gyro__low_freq_power,0.0
y_gyro__high_fluctuation,0.0
y_gyro__forecast_error,0.0
y_gyro__entropy_pairs,0.0
y_gyro__dfa,0.0
z_acc__entropy_pairs,0.0
z_acc__outlier_timing_pos,0.0
z_acc__high_fluctuation,0.0
z_gyro__dfa,0.0
z_gyro__trev,0.0
z_gyro__transition_matrix,0.0
z_gyro__stretch_high,0.0
z_gyro__stretch_decreasing,0.0
z_gyro__rs_range,0.0
z_gyro__periodicity,0.0
z_gyro__outlier_timing_pos,0.0
z_gyro__outlier_timing_neg,0.0
z_gyro__mode_5,0.0
z_gyro__mode_10,0.0
z_gyro__low_freq_power,0.0
z_gyro__high_fluctuation,0.0
z_gyro__forecast_error,0.0
z_gyro__entropy_pairs,0.0
z_gyro__centroid_freq,0.0
z_acc__low_freq_power,0.0
z_gyro__ami_timescale,0.0
z_gyro__ami2,0.0
z_gyro__acf_timescale,0.0
z_gyro__acf_first_min,0.0
z_gyro__SD,0.0
z_acc__trev,0.0
z_acc__transition_matrix,0.0
z_acc__stretch_high,0.0
z_acc__stretch_decreasing,0.0
z_acc__rs_range,0.0
z_acc__periodicity,0.0
y_gyro__ami_timescale,0.0
z_acc__mode_5,0.0
z_acc__mode_10,0.0
y_gyro__centroid_freq,0.0
y_acc__transition_matrix,0.0
y_gyro__ami2,0.0
x_gyro__ami2,0.0
x_acc__stretch_high,0.0
x_acc__transition_matrix,0.0
x_acc__trev,0.0
x_acc__whiten_timescale,0.0
x_gyro__acf_first_min,0.0
x_gyro__acf_timescale,0.0
x_gyro__ami_timescale,0.0
x_gyro__mode_10,0.0
x_gyro__centroid_freq,0.0
x_gyro__dfa,0.0
x_gyro__embedding_dist,0.0
x_gyro__entropy_pairs,0.0
x_gyro__forecast_error,0.0
x_gyro__high_fluctuation,0.0
x_acc__stretch_decreasing,0.0
x_acc__rs_range,0.0
x_acc__periodicity,0.0
x_acc__mode_5,0.0
x_acc__mode_10,0.0
x_acc__low_freq_power,0.0
x_acc__high_fluctuation,0.0
x_acc__forecast_error,0.0
x_acc__entropy_pairs,0.0
x_acc__dfa,0.0
x_acc__centroid_freq,0.0
x_acc__ami_timescale,0.0
x_acc__ami2,0.0
x_acc__acf_first_min,0.0
score_z_gyro,0.0
score_y_gyro,0.0
score_y_acc,0.0
x_gyro__low_freq_power,0.0
x_gyro__mode_5,0.0
y_gyro__acf_first_min,0.0
y_acc__outlier_timing_pos,0.0
y_acc__high_fluctuation,0.0
y_acc__low_freq_power,0.0
y_acc__mean,0.0
y_acc__mode_10,0.0
y_acc__mode_5,0.0
y_acc__outlier_timing_neg,0.0
y_acc__periodicity,0.0
x_gyro__periodicity,0.0
y_acc__rs_range,0.0
y_acc__stretch_decreasing,0.0
y_acc__stretch_high,0.0
score_x_gyro,0.0
y_acc__trev,0.0
y_acc__whiten_timescale,0.0
y_acc__forecast_error,0.0
y_acc__entropy_pairs,0.0
y_acc__embedding_dist,0.0
y_acc__dfa,0.0
y_acc__centroid_freq,0.0
y_acc__ami_timescale,0.0
y_acc__ami2,0.0
y_acc__acf_timescale,0.0
y_acc__acf_first_min,0.0
y_acc__SD,0.0
y_acc,0.0
x_gyro__whiten_timescale,0.0
x_gyro__trev,0.0
x_gyro__transition_matrix,0.0
x_gyro__stretch_high,0.0
x_gyro__stretch_decreasing,0.0
x_gyro__rs_range,0.0
z_gyro__whiten_timescale,0.0
