feature,feature_importance_mdi
y_gyro__SD,0.26523568177324097
y_gyro__mean,0.2408175349571986
y_gyro__outlier_timing_neg,0.10888452348039411
y_gyro__outlier_timing_pos,0.09857244264527001
z_acc__outlier_timing_pos,0.04734628718106793
y_acc__whiten_timescale,0.040004606685091836
z_gyro__mean,0.029482370267180712
z_acc__outlier_timing_neg,0.02468518724668667
y_acc__low_freq_power,0.019990909052637184
z_gyro__SD,0.018540944840261184
z_acc__mean,0.018370929592702152
x_gyro__mean,0.016588197955510947
z_acc__SD,0.011649425825865095
z_gyro__acf_timescale,0.009169948010167158
x_gyro__high_fluctuation,0.008307973973250416
x_gyro__SD,0.008031984484853698
z_gyro__outlier_timing_neg,0.007109615100223146
x_gyro__outlier_timing_pos,0.006198199335739343
y_acc__acf_timescale,0.004418711727669125
z_acc__transition_matrix,0.0040416181587128105
y_gyro__high_fluctuation,0.0038100032658237985
x_acc__mean,0.0017029675295638458
x_acc__stretch_decreasing,0.00138282483378394
y_acc__SD,0.0013313326903213938
x_gyro__outlier_timing_neg,0.0012744406050862475
x_acc__acf_timescale,0.0006045300320563296
y_acc__mean,0.0005263772574398002
z_gyro__outlier_timing_pos,0.00040806029043096055
x_acc__SD,0.0003629529340199362
x_gyro__ami_timescale,0.00025185105638222044
z_acc__ami2,0.00023150001764784062
x_gyro__mode_10,0.0001988837147433171
z_acc__mode_10,0.00019775629866017008
x_acc__transition_matrix,0.00016979243246867962
x_gyro__acf_first_min,5.1219080171139115e-05
y_gyro__stretch_decreasing,4.8415667677537305e-05
z_acc__high_fluctuation,0.0
z_acc__low_freq_power,0.0
x_acc__low_freq_power,0.0
x_acc__high_fluctuation,0.0
z_acc__mode_5,0.0
z_acc__entropy_pairs,0.0
x_acc__forecast_error,0.0
z_acc__periodicity,0.0
z_acc__rs_range,0.0
z_acc__stretch_decreasing,0.0
z_acc__forecast_error,0.0
x_gyro__centroid_freq,0.0
z_acc__embedding_dist,0.0
z_acc__dfa,0.0
z_acc__stretch_high,0.0
z_acc__ami_timescale,0.0
z_acc__acf_timescale,0.0
z_acc__acf_first_min,0.0
x_acc__mode_10,0.0
y_gyro__whiten_timescale,0.0
y_gyro__trev,0.0
y_gyro__transition_matrix,0.0
y_gyro__stretch_high,0.0
z_acc__centroid_freq,0.0
z_acc__trev,0.0
x_acc__entropy_pairs,0.0
z_gyro__low_freq_power,0.0
z_gyro__trev,0.0
z_gyro__transition_matrix,0.0
z_gyro__stretch_high,0.0
z_gyro__stretch_decreasing,0.0
z_gyro__rs_range,0.0
z_gyro__periodicity,0.0
x_acc__ami2,0.0
x_acc__ami_timescale,0.0
z_gyro__mode_5,0.0
z_gyro__mode_10,0.0
x_acc__centroid_freq,0.0
z_gyro__high_fluctuation,0.0
y_gyro__periodicity,0.0
z_gyro__forecast_error,0.0
z_gyro__entropy_pairs,0.0
z_gyro__embedding_dist,0.0
z_gyro__dfa,0.0
z_gyro__centroid_freq,0.0
z_gyro__ami_timescale,0.0
z_gyro__ami2,0.0
x_acc__dfa,0.0
z_gyro__acf_first_min,0.0
x_acc__embedding_dist,0.0
z_acc__whiten_timescale,0.0
y_gyro__rs_range,0.0
y_gyro__mode_5,0.0
x_acc__mode_5,0.0
x_gyro__trev,0.0
y_acc__forecast_error,0.0
y_acc__entropy_pairs,0.0
y_acc__embedding_dist,0.0
y_acc__dfa,0.0
y_acc__centroid_freq,0.0
y_acc__ami_timescale,0.0
y_acc__ami2,0.0
x_acc__trev,0.0
y_acc__acf_first_min,0.0
x_acc__whiten_timescale,0.0
x_gyro__whiten_timescale,0.0
x_gyro__transition_matrix,0.0
x_acc__stretch_high,0.0
x_gyro__stretch_high,0.0
x_gyro__stretch_decreasing,0.0
x_gyro__rs_range,0.0
x_gyro__periodicity,0.0
x_gyro__acf_timescale,0.0
x_gyro__mode_5,0.0
x_gyro__ami2,0.0
x_gyro__low_freq_power,0.0
x_gyro__forecast_error,0.0
x_gyro__entropy_pairs,0.0
x_gyro__embedding_dist,0.0
y_acc__high_fluctuation,0.0
y_acc__mode_10,0.0
x_acc__outlier_timing_neg,0.0
y_gyro__ami2,0.0
x_gyro__dfa,0.0
y_gyro__mode_10,0.0
x_acc__outlier_timing_pos,0.0
y_gyro__low_freq_power,0.0
x_acc__periodicity,0.0
y_gyro__forecast_error,0.0
y_gyro__entropy_pairs,0.0
y_gyro__embedding_dist,0.0
y_gyro__dfa,0.0
y_gyro__centroid_freq,0.0
y_gyro__ami_timescale,0.0
y_gyro__acf_timescale,0.0
y_acc__mode_5,0.0
y_gyro__acf_first_min,0.0
x_acc__acf_first_min,0.0
x_acc__rs_range,0.0
y_acc__trev,0.0
y_acc__transition_matrix,0.0
y_acc__stretch_high,0.0
y_acc__stretch_decreasing,0.0
y_acc__rs_range,0.0
y_acc__periodicity,0.0
y_acc__outlier_timing_pos,0.0
y_acc__outlier_timing_neg,0.0
z_gyro__whiten_timescale,0.0
