run,fold,test_bases,RF
ward,0,"[0, 1]",0.8087089641095424
ward,1,"[2, 3]",0.9026104417670683
ward,2,"[4, 5]",0.8933552850641903
ward,3,"[6, 7]",0.7710625470987189
ward,4,"[8, 9]",0.9015644400297989
ward,5,"[10, 11]",0.9188602049313878
ward,6,"[12, 13]",0.8061349908695041
ward,7,"[14, 15]",0.8703069210516825
ward,8,"[16, 17]",0.776508370092837
ward,9,"[18, 19]",0.849058605144524
