RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9643017756641363,0.820112775403967,0.70058251428021,0.9432533483348157,0.8258182236145696,0.8534644766011786,0.8803910786779121,0.8243278100518101,pamap2D
