RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9304485194280169,0.8849809433467384,0.8717953731848453,0.8989537622862457,0.9034940828446854,0.9745232497510153,0.7316905929505858,0.8018296218581729,0.7609334522782714,0.7125251347927809,0.7761936595592049,0.6750700067727317,smartphone
