scenario,detector_name,best_macro_f1
catch24,baseline,0.9666914410891598
drift,ADWIN,0.9919058337670329
catch24_drift,ADWIN,0.983813201667026
drift,PageHinkley,0.9384303958510841
catch24_drift,PageHinkley,0.9769964314230004
drift,KSWIN,0.9984488312293358
catch24_drift,KSWIN,0.9981723055285633
drift,CUSUM,0.9483769921834453
catch24_drift,CUSUM,0.9937769312398099
drift,EWMAChart,0.9422276422276404
catch24_drift,EWMAChart,0.978890974835114
drift,GeometricMovingAverage,0.6786999158821261
catch24_drift,GeometricMovingAverage,0.9677071440001657
drift,HDDMAverage,0.996534588134368
catch24_drift,HDDMAverage,0.9971498487622797
drift,HDDMWeighted,0.7949880687559948
catch24_drift,HDDMWeighted,0.9681355303297347
drift,SEED,0.9952100216016309
catch24_drift,SEED,0.9915042583238151
baseline,baseline,0.6818246267404782
