scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.9931006922739982
catch24_drift_ot,ADWIN,0.9942091471325698
drift_ot,PageHinkley,1.0
catch24_drift_ot,PageHinkley,0.9992766513825855
drift_ot,KSWIN,0.9979203608066628
catch24_drift_ot,KSWIN,0.9895375521419142
drift_ot,CUSUM,0.9984822606092308
catch24_drift_ot,CUSUM,0.9984672234864167
drift_ot,EWMAChart,0.9974601594189506
catch24_drift_ot,EWMAChart,0.9919218385289963
drift_ot,GeometricMovingAverage,0.9988448686197792
catch24_drift_ot,GeometricMovingAverage,0.9994115690706634
drift_ot,HDDMAverage,0.9962732121658991
catch24_drift_ot,HDDMAverage,0.9986532879487038
drift_ot,HDDMWeighted,0.8454609252469909
catch24_drift_ot,HDDMWeighted,0.9734579773987571
drift_ot,SEED,0.9853930841629047
catch24_drift_ot,SEED,0.9895597382497254
