fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,baseline,,517638,5,19.746448516845703,59048,5,2.252628326416016,0.0
1,baseline,,513680,5,19.595462799072266,63006,5,2.403614044189453,0.0
2,baseline,,522370,5,19.92695999145508,54316,5,2.0721168518066406,0.0
3,baseline,,516713,5,19.711162567138672,59973,5,2.287914276123047,0.0
4,baseline,,516023,5,19.68484115600586,60663,5,2.31423568725586,0.0
5,baseline,,521190,5,19.881946563720703,55496,5,2.117130279541016,0.0
6,baseline,,519476,5,19.81656265258789,57210,5,2.182514190673828,0.0
7,baseline,,520974,5,19.873706817626957,55712,5,2.1253700256347656,0.0
8,baseline,,522247,5,19.92226791381836,54439,5,2.07680892944336,0.0
9,baseline,,519863,5,19.83132553100586,56823,5,2.16775131225586,0.0
0,catch24,,515316,120,471.7860145568848,58790,120,53.823978424072266,525.6122589111328
1,catch24,,511358,120,468.1623573303223,62748,120,57.447635650634766,525.6122589111328
2,catch24,,520048,120,476.11828994750977,54058,120,49.49170303344727,525.6122589111328
3,catch24,,514391,120,470.939151763916,59715,120,54.670841217041016,525.6122589111328
4,catch24,,513701,120,470.3074378967285,60405,120,55.30255508422852,525.6122589111328
5,catch24,,518868,120,475.0379676818848,55238,120,50.572025299072266,525.6122589111328
6,catch24,,517154,120,473.46875381469727,56952,120,52.141239166259766,525.6122589111328
7,catch24,,518652,120,474.8402137756348,55454,120,50.769779205322266,525.6122589111328
8,catch24,,519925,120,476.0056800842285,54181,120,49.60431289672852,525.6122589111328
9,catch24,,517541,120,473.8230628967285,56565,120,51.78693008422852,525.6122589111328
0,drift,GeometricMovingAverage,517638,10,39.49277114868164,59048,10,4.505130767822266,0.0
1,drift,GeometricMovingAverage,513680,10,39.190799713134766,63006,10,4.807102203369141,0.0
2,drift,GeometricMovingAverage,522370,10,39.85379409790039,54316,10,4.144107818603516,0.0
3,drift,GeometricMovingAverage,516713,10,39.42219924926758,59973,10,4.575702667236328,0.0
4,drift,GeometricMovingAverage,516023,10,39.36955642700195,60663,10,4.628345489501953,0.0
5,drift,GeometricMovingAverage,521190,10,39.76376724243164,55496,10,4.234134674072266,0.0
6,drift,GeometricMovingAverage,519476,10,39.632999420166016,57210,10,4.364902496337891,0.0
7,drift,GeometricMovingAverage,520974,10,39.74728775024414,55712,10,4.250614166259766,0.0
8,drift,GeometricMovingAverage,522247,10,39.84440994262695,54439,10,4.153491973876953,0.0
9,drift,GeometricMovingAverage,519863,10,39.66252517700195,56823,10,4.335376739501953,0.0
0,catch24_drift,KSWIN,515316,130,511.101505279541,58790,130,58.30929946899414,525.6122589111328
1,catch24_drift,KSWIN,511358,130,507.1758766174317,62748,130,62.23492813110352,525.6122589111328
2,catch24_drift,KSWIN,520048,130,515.7948036193848,54058,130,53.61600112915039,525.6122589111328
3,catch24_drift,KSWIN,514391,130,510.1840705871582,59715,130,59.22673416137695,525.6122589111328
4,catch24_drift,KSWIN,513701,130,509.4997138977051,60405,130,59.91109085083008,525.6122589111328
5,catch24_drift,KSWIN,518868,130,514.624454498291,55238,130,54.78635025024414,525.6122589111328
6,catch24_drift,KSWIN,517154,130,512.9244728088379,56952,130,56.48633193969727,525.6122589111328
7,catch24_drift,KSWIN,518652,130,514.4102210998535,55454,130,55.00058364868164,525.6122589111328
8,catch24_drift,KSWIN,519925,130,515.6728096008301,54181,130,53.73799514770508,525.6122589111328
9,catch24_drift,KSWIN,517541,130,513.3083076477051,56565,130,56.10249710083008,525.6122589111328
