RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.968750776675017,0.8446642302447632,0.6940158616561966,0.9557172739380848,0.8486942703143403,0.8625358482984646,0.8552229657730882,0.8002722602583359,pamap2D
