scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,GeometricMovingAverage,332.6351106800139,33.26351106800139,0.5507497212025662,0.06437641445434876,0.0009269955097497668,5166954
drift,PageHinkley,94.24926593154669,9.42492659315467,0.2963621504432943,0.01815877623497873,0.0005485239507738918,5190174
