scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
baseline,,10,44.35824497975409,4.435824497975409,0.11574707390056317,0.00854665849752793
