run,fold,test_bases,RF
I_incremental_D_,0,[0],0.5049494845488196
I_incremental_D_,1,[1],0.5566803847467491
I_incremental_D_,2,[2],0.3117086996650842
I_incremental_D_,3,[3],0.5310205473903168
I_incremental_D_,4,[4],0.43322028823800074
I_incremental_D_,5,[5],0.42976595943006557
I_incremental_D_,6,[6],0.3160756832455202
I_incremental_D_,7,[7],0.35776230571554307
I_incremental_D_,8,[8],0.36331828959506857
I_incremental_D_,9,[9],0.3362232254422526
I_incremental_D_,10,[10],0.28389176767028235
I_incremental_D_,11,[11],0.5850828055802957
