RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.8645571666977755,0.7967194868969444,0.7718650040518674,0.9188228695312103,0.760124293076565,0.5241888162262122,0.771769726052206,0.7621449423861112,pamap2D
