scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
baseline,,10,139.26080554537475,13.926080554537474,0.2653956276190931,0.04155610385955964
