fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,13.655921751633286,332957,0.04101407014008802
1,baseline,,13.725776130333543,333633,0.04114034322244365
2,baseline,,13.452405033633113,334063,0.040269066115173224
3,baseline,,13.858904073014855,334292,0.04145748050511187
4,baseline,,14.049572950229049,335524,0.04187352603756825
5,baseline,,14.084793640300632,337925,0.04168023567448585
6,baseline,,14.005708582699299,335736,0.041716433694031316
7,baseline,,13.87945844605565,335811,0.041331160819793426
8,baseline,,14.29270668886602,334619,0.04271337458083976
9,baseline,,14.255558248609304,336491,0.0423653478060611
