scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,30.67991409301758,0.13548282469052847,30.93808364868164,30.48324966430664,3.408991241455078,0.13548282469052847,3.605655670166016,3.150821685791016,12,0.0
catch24,,734.9505409240722,3.251587792572675,741.1466102600098,730.2305946350098,81.66128311157226,3.251587792572682,86.38122940063477,75.46521377563477,288,816.6128311157227
catch24_drift,HDDMAverage,795.5537086486817,3.522553441953749,802.2661170959473,790.4404335021973,88.39496841430665,3.5225534419537414,93.50824356079102,81.68255996704102,312,815.9536514282227
drift,HDDMAverage,61.35970230102539,0.2709656493810534,61.87604141235352,60.96637344360352,6.8178565979003904,0.27096564938105705,7.211185455322266,6.301517486572266,24,0.0
