scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,HDDMAverage,912.1057637445629,91.21057637445628,0.6667388371533025,0.27291252521569503,0.001918734859173532,3342141
drift,HDDMAverage,156.77971800416708,15.677971800416708,0.23965232631715655,0.04678343115575032,0.0005285137766277993,3351051
