run,fold,test_bases,RF
occ_default,0,"[0, 2]",0.8375202593192869
occ_default,1,"[0, 3]",0.8727564102564103
occ_default,2,"[0, 4]",0.8370490474260235
occ_default,3,"[0, 5]",0.7638483965014577
occ_default,4,"[0, 6]",0.8356443719412724
occ_default,5,"[1, 2]",0.9249669749009247
occ_default,6,"[1, 3]",0.9330628803245437
occ_default,7,"[1, 4]",0.9257399577167019
occ_default,8,"[1, 5]",0.8813878429263045
occ_default,9,"[1, 6]",0.9238524807641284
