run,fold,test_bases,RF
geotec_sw,0,"[0, 1]",0.7136363636363636
geotec_sw,1,"[2, 3]",0.6647001440052027
geotec_sw,2,"[4, 5]",0.6747549019607844
geotec_sw,3,"[6, 7]",0.7020015698587128
geotec_sw,4,"[8, 9]",0.5506975917533102
geotec_sw,5,"[10, 11]",0.7300875597478956
geotec_sw,6,"[12, 13]",0.6430844968807028
geotec_sw,7,"[14, 15]",0.741448367938861
geotec_sw,8,"[16, 17]",0.6630684696621332
geotec_sw,9,"[18, 19]",0.7060751088690553
geotec_sw,10,"[20, 21, 22]",0.6409089511392638
