run,fold,test_bases,RF
geotec_sw,0,"[0, 1]",0.6633121144932487
geotec_sw,1,"[2, 3]",0.6366204596674093
geotec_sw,2,"[4, 5]",0.6373952745271754
geotec_sw,3,"[6, 7]",0.6483218548004037
geotec_sw,4,"[8, 9]",0.5223229494816175
geotec_sw,5,"[10, 11]",0.6870362573611537
geotec_sw,6,"[12, 13]",0.5898922453771485
geotec_sw,7,"[14, 15]",0.6868594078532462
geotec_sw,8,"[16, 17]",0.6027403055675874
geotec_sw,9,"[18, 19]",0.6455643919496316
geotec_sw,10,"[20, 21, 22]",0.6050199791759665
