score_x_acc,score_x_gyro,score_y_acc,score_y_gyro,score_z_acc,score_z_gyro,x_acc,x_gyro,y_acc,y_gyro,z_acc,z_gyro,n_test
0.0,2.7052212554128555e-05,0.22233749300805974,0.18377401926356074,0.029450163296824833,0.000251619994219762,0.017016950600286768,0.015882152652267983,0.040238482028887704,0.123762473872156,0.24021369353428929,0.1270458995368931,18075
0.0,0.0,0.2332283660017425,0.1763678301121732,0.032943500905598645,0.00038404506034099713,0.016591190067041576,0.015124428975626138,0.03464995518244621,0.12614332431402644,0.24948078277779154,0.11508657660321264,21477
0.0,0.00011517386974937928,0.11232531589879143,0.2115421476779099,0.023910850515746374,2.243880176333712e-05,0.019940097579741984,0.015257986461114847,0.03015387483118452,0.1584256110910206,0.2909054615129035,0.13740104176007414,24055
9.294177943862427e-06,0.0,0.20053313855227753,0.19357048147728112,0.01827674556437891,0.00019879615383686962,0.020082365637018464,0.016931945800982097,0.03575583069598935,0.12883934172709746,0.25460345801059947,0.1311986022025948,25223
0.0,5.304082708661341e-05,0.23023957900047445,0.18622187405171758,0.030714914258422488,0.001275322984832318,0.01994166242047627,0.009457489698214033,0.033222289534534495,0.11970129426926765,0.24355644898310083,0.1256160839718733,22318
0.0,4.951851888485041e-06,0.21445341387603306,0.21957184882647351,0.02397265644189647,0.0008796681121058539,0.0,0.03606033246755831,0.04072049572906173,0.11064149879493163,0.26588653285534514,0.08780860104470559,23348
0.0,0.00013395802766295943,0.2200325303012204,0.2049599304841354,0.03162474164329491,4.802776783245987e-06,0.0027190521440230487,0.007836842522629712,0.03689020905641971,0.1340604803529238,0.2391366663389951,0.12260078635191174,23182
0.0,0.00016412836814492347,0.16078041876044757,0.18749387312073348,0.029770089987067132,3.191330550590727e-05,0.019447941900797638,0.017164579549789283,0.010350489839481973,0.18076326513989055,0.2577749294676966,0.136258370560445,21406
0.0,0.0,0.23448979558750127,0.19070186220062632,0.02029828729037665,0.0,0.015424366217755166,0.009956434713518172,0.03594853757920432,0.12124666112814426,0.2491408818565181,0.12279317342635553,25252
0.003733442698572512,2.3989708156989863e-05,0.2208509193925983,0.1822496446587501,0.002980169471780456,0.0,0.03633256960994283,0.009652709505686226,0.040614527182375286,0.12103399605756679,0.25523416341847843,0.1272938682960921,22861
0.0003123975826881398,0.0002618164006807256,0.21827050269817982,0.21167363099323253,0.02160821508036275,0.0,0.0026514474560913603,0.010014584013771073,0.040481482623387646,0.11574409208741493,0.2565992156048942,0.122382615459297,32016
