fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,PageHinkley,11.830501101911068,241138,0.04906112309926709
1,drift,PageHinkley,12.228248301893473,237736,0.051436249881774206
2,drift,PageHinkley,12.240628937259316,235158,0.05205278551977528
3,drift,PageHinkley,11.942237934097648,233990,0.051037385931440006
4,drift,PageHinkley,12.248515060171485,236895,0.0517044051591274
5,drift,PageHinkley,11.823698204010725,235865,0.05012909165840936
6,drift,PageHinkley,12.24740675278008,236031,0.0518889754006045
7,drift,PageHinkley,12.310811785981059,237807,0.05176807993869423
8,drift,PageHinkley,11.954228738322854,233961,0.051094963426908134
9,drift,PageHinkley,12.279032353311777,236352,0.051952309916191854
10,drift,PageHinkley,11.803701290860772,227197,0.051953596618180574
