run,fold,test_bases,RF
I_gradual_D_,0,[0],0.15799576021346284
I_gradual_D_,1,[1],0.11833903942404497
I_gradual_D_,2,[2],0.15260808829588066
I_gradual_D_,3,[3],0.3271060397322012
I_gradual_D_,4,[4],0.24270282106896662
I_gradual_D_,5,[5],0.08032172746623926
I_gradual_D_,6,[6],0.23413601094366543
I_gradual_D_,7,[7],0.24882655756829974
I_gradual_D_,8,[8],0.30903652409761917
I_gradual_D_,9,[9],0.5949385190943658
I_gradual_D_,10,[10],0.25395805212590555
I_gradual_D_,11,[11],0.13319032659542357
