run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
D_gradual_I_,0,[0],43071,3933,104,104
D_gradual_I_,1,[1],43086,3918,104,104
D_gradual_I_,2,[2],42891,4113,104,104
D_gradual_I_,3,[3],43103,3901,104,104
D_gradual_I_,4,[4],43067,3937,104,104
D_gradual_I_,5,[5],42926,4078,104,104
D_gradual_I_,6,[6],43149,3855,104,104
D_gradual_I_,7,[7],43365,3639,104,104
D_gradual_I_,8,[8],42986,4018,104,104
D_gradual_I_,9,[9],43108,3896,104,104
D_gradual_I_,10,[10],43395,3609,104,104
D_gradual_I_,11,[11],42897,4107,104,104
