RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.8581957009494534,0.7838851801313657,0.516174553681522,0.860631466777579,0.332023975038819,0.222465728472437,0.5969763481487887,0.6624523417847868,pamap2D
