fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,catch24,,241584,144,265.41223526000977,18002,144,19.777713775634766,285.1925926208496
1,catch24,,238317,144,261.82300186157227,21269,144,23.366947174072266,285.1925926208496
2,catch24,,235364,144,258.57873916625977,24222,144,26.611209869384766,285.1925926208496
3,catch24,,234364,144,257.48010635375977,25222,144,27.709842681884766,285.1925926208496
4,catch24,,237338,144,260.74744033813477,22248,144,24.442508697509766,285.1925926208496
5,catch24,,236203,144,259.50049209594727,23383,144,25.689456939697266,285.1925926208496
6,catch24,,236281,144,259.58618545532227,23305,144,25.603763580322266,285.1925926208496
7,catch24,,238123,144,261.60986709594727,21463,144,23.580081939697266,285.1925926208496
8,catch24,,234183,144,257.28125381469727,25403,144,27.908695220947266,285.1925926208496
9,catch24,,236651,144,259.99267959594727,22935,144,25.197269439697266,285.1925926208496
10,catch24,,227452,144,249.88635635375977,32134,144,35.303592681884766,285.1925926208496
