feature,feature_importance_mdi
x_acc__mean,0.3701523695382046
x_gyro__mean,0.20155990553906505
y_gyro__mean,0.09543608828485321
z_acc__outlier_timing_neg,0.09105853348452758
x_gyro__outlier_timing_pos,0.07848995209627486
y_gyro__outlier_timing_pos,0.04472152486510249
x_gyro__outlier_timing_neg,0.042399517604038865
z_acc__mean,0.013096720214388995
x_acc__outlier_timing_neg,0.012886101609507924
y_gyro__SD,0.010877078043866575
y_acc__mean,0.009641022722265849
x_acc__whiten_timescale,0.008455230836408936
z_gyro__mean,0.006681797793347906
x_gyro__whiten_timescale,0.0024103995114439125
z_acc__outlier_timing_pos,0.0023806769473498557
z_gyro__outlier_timing_pos,0.0020357579914248446
y_gyro__outlier_timing_neg,0.002027305406735011
x_acc__outlier_timing_pos,0.0016303512700704872
x_acc__SD,0.0011806216855520654
z_acc__SD,0.0007358391049137269
z_gyro__SD,0.0007042690316146291
y_acc__stretch_decreasing,0.0006354356647920175
x_gyro__high_fluctuation,0.0002106104886250487
z_acc__embedding_dist,0.0001635410759757137
y_gyro__ami2,0.00012982684894544838
y_gyro__acf_timescale,0.00011791405212439596
z_gyro__high_fluctuation,0.00011277898397102277
z_acc__forecast_error,3.444154014580972e-05
z_gyro__embedding_dist,3.438776446319686e-05
z_acc__high_fluctuation,0.0
z_acc__entropy_pairs,0.0
z_acc__ami2,0.0
z_acc__low_freq_power,0.0
z_acc__dfa,0.0
z_acc__centroid_freq,0.0
x_acc__dfa,0.0
z_acc__mode_10,0.0
z_acc__ami_timescale,0.0
x_acc__stretch_decreasing,0.0
z_acc__acf_first_min,0.0
z_acc__acf_timescale,0.0
x_acc__centroid_freq,0.0
y_gyro__whiten_timescale,0.0
y_gyro__trev,0.0
y_gyro__transition_matrix,0.0
y_gyro__stretch_high,0.0
y_gyro__stretch_decreasing,0.0
y_gyro__rs_range,0.0
y_gyro__periodicity,0.0
x_acc__embedding_dist,0.0
x_acc__entropy_pairs,0.0
y_gyro__mode_5,0.0
z_acc__mode_5,0.0
z_acc__periodicity,0.0
x_acc__ami_timescale,0.0
z_gyro__forecast_error,0.0
z_gyro__trev,0.0
z_gyro__transition_matrix,0.0
z_gyro__stretch_high,0.0
z_gyro__stretch_decreasing,0.0
z_gyro__rs_range,0.0
z_gyro__periodicity,0.0
x_acc__acf_timescale,0.0
z_gyro__outlier_timing_neg,0.0
z_gyro__mode_5,0.0
z_gyro__mode_10,0.0
x_acc__ami2,0.0
z_gyro__low_freq_power,0.0
z_gyro__entropy_pairs,0.0
x_acc__forecast_error,0.0
z_gyro__dfa,0.0
z_gyro__centroid_freq,0.0
z_gyro__ami_timescale,0.0
z_gyro__ami2,0.0
z_gyro__acf_timescale,0.0
z_gyro__acf_first_min,0.0
z_acc__whiten_timescale,0.0
z_acc__trev,0.0
z_acc__transition_matrix,0.0
z_acc__stretch_high,0.0
z_acc__stretch_decreasing,0.0
z_acc__rs_range,0.0
y_gyro__mode_10,0.0
y_gyro__forecast_error,0.0
y_gyro__low_freq_power,0.0
y_gyro__high_fluctuation,0.0
y_acc__SD,0.0
x_acc__low_freq_power,0.0
x_gyro__trev,0.0
x_gyro__transition_matrix,0.0
x_gyro__stretch_high,0.0
x_gyro__stretch_decreasing,0.0
x_gyro__rs_range,0.0
x_gyro__periodicity,0.0
x_acc__mode_10,0.0
x_acc__mode_5,0.0
x_gyro__mode_5,0.0
x_gyro__mode_10,0.0
x_acc__periodicity,0.0
x_gyro__low_freq_power,0.0
x_gyro__forecast_error,0.0
x_gyro__entropy_pairs,0.0
x_gyro__embedding_dist,0.0
x_gyro__dfa,0.0
x_gyro__centroid_freq,0.0
x_gyro__ami_timescale,0.0
x_gyro__ami2,0.0
x_gyro__acf_timescale,0.0
x_gyro__acf_first_min,0.0
x_gyro__SD,0.0
x_acc__rs_range,0.0
x_acc__trev,0.0
x_acc__transition_matrix,0.0
y_acc__acf_first_min,0.0
y_acc__acf_timescale,0.0
y_acc__ami2,0.0
y_acc__rs_range,0.0
x_acc__stretch_high,0.0
y_gyro__entropy_pairs,0.0
y_gyro__embedding_dist,0.0
y_gyro__dfa,0.0
y_gyro__centroid_freq,0.0
y_gyro__ami_timescale,0.0
y_gyro__acf_first_min,0.0
x_acc__acf_first_min,0.0
y_acc__whiten_timescale,0.0
y_acc__trev,0.0
y_acc__transition_matrix,0.0
y_acc__stretch_high,0.0
y_acc__periodicity,0.0
y_acc__ami_timescale,0.0
y_acc__outlier_timing_pos,0.0
y_acc__outlier_timing_neg,0.0
y_acc__mode_5,0.0
y_acc__mode_10,0.0
x_acc__high_fluctuation,0.0
y_acc__low_freq_power,0.0
y_acc__high_fluctuation,0.0
y_acc__forecast_error,0.0
y_acc__entropy_pairs,0.0
y_acc__embedding_dist,0.0
y_acc__dfa,0.0
y_acc__centroid_freq,0.0
z_gyro__whiten_timescale,0.0
