RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.8692072177757192,0.7731733535063323,0.818916641188182,0.8329182693548558,0.8448171427720768,0.9637270361334602,0.04227182755354991,0.2585011022399538,0.5524447931018532,0.540148862857448,0.3532881471306803,0.5072203146549386,smartphone
