feature,feature_importance_mdi
waist_gyro_x__mean,0.093608443748499
waist_acc_y__SD,0.07569616051722737
waist_acc_y__mean,0.06989832435799534
waist_gyro_x__SD,0.06114061819005038
waist_gyro_y__SD,0.04735349422305633
waist_acc_z__SD,0.04211695750089914
waist_acc_x__SD,0.04152613964175682
waist_acc_y__acf_timescale,0.026202633774658906
waist_acc_z__mean,0.025926414118955902
waist_acc_y__centroid_freq,0.025631535108154215
waist_acc_y__ami2,0.023591287756388617
waist_acc_y__periodicity,0.02337557260783183
waist_acc_y__forecast_error,0.022812430430555083
waist_acc_y__low_freq_power,0.021050955154703625
waist_acc_y__high_fluctuation,0.02085711073205625
waist_acc_y__acf_first_min,0.018015973898303797
waist_acc_y__ami_timescale,0.015544780229404916
waist_acc_x__acf_timescale,0.014518787391722441
waist_acc_z__low_freq_power,0.01349460308199088
waist_acc_y__rs_range,0.013207812162542226
waist_gyro_y__high_fluctuation,0.01312012597658533
waist_acc_z__whiten_timescale,0.012621000955230898
waist_acc_y__entropy_pairs,0.012529520035769655
waist_acc_y__whiten_timescale,0.011950703187287423
waist_acc_x__forecast_error,0.011128667073815834
waist_acc_x__centroid_freq,0.010809295973646008
waist_acc_x__low_freq_power,0.01079438523986464
waist_acc_x__entropy_pairs,0.009767448418517621
waist_acc_x__mean,0.009049279189897267
waist_acc_x__ami2,0.008779671895771736
waist_acc_y__stretch_high,0.008516720498960925
waist_acc_x__whiten_timescale,0.00820986801207316
waist_gyro_x__entropy_pairs,0.008142488284898771
waist_acc_x__high_fluctuation,0.008041654223894905
waist_acc_z__forecast_error,0.007267322945416421
waist_gyro_x__acf_timescale,0.007133731658744573
waist_gyro_x__low_freq_power,0.006279406556028444
waist_acc_z__centroid_freq,0.006152476704521081
waist_gyro_x__stretch_decreasing,0.005860885535693175
waist_gyro_x__forecast_error,0.005578943835618768
waist_acc_y__transition_matrix,0.00557447046870618
waist_acc_z__ami2,0.005247429168944127
waist_gyro_x__centroid_freq,0.005204899054747678
waist_acc_z__acf_timescale,0.005003957276290378
waist_gyro_y__acf_timescale,0.00491196810067279
