fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24,,1.674111019819975,26469,0.06324798896142562
1,catch24,,1.4998882841318846,26469,0.05666584624020116
2,catch24,,1.4899477995932102,26469,0.056290294291178745
3,catch24,,1.5011258982121944,26469,0.05671260335532866
4,catch24,,1.510378560051322,26469,0.057062169332098754
5,catch24,,1.4745081216096878,26469,0.05570698256865344
6,catch24,,1.4821346998214722,26469,0.05599511503349096
7,catch24,,1.4949705861508846,26469,0.05648005539124578
8,catch24,,1.505136627703905,26469,0.05686412889432563
9,catch24,,1.4837187230587006,26469,0.05605495950200992
