RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.8863442500452593,0.7936798993110843,0.7914992936793652,0.8895100248936209,0.6962763976900536,0.7187317995047788,0.8044775821328027,0.8226388839726521,pamap2D
