RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,RF__class_13,run
0.8942133517699631,0.7247806822996374,0.8062091012980559,0.789080630195601,0.7660987732306646,0.674724986145446,0.7430639304022113,0.6516138506940434,0.31029003437439473,0.39791437409763625,0.48922144374772447,0.7073147424997691,0.8553128394432727,ward
