scenario,detector,t_fit_scaler_s__sum,t_fit_scaler_s__mean,t_fit_scaler_s__std,t_deteccao_s__sum,t_deteccao_s__mean,t_deteccao_s__std,t_extracao_treino_s__sum,t_extracao_treino_s__mean,t_extracao_treino_s__std,t_extracao_teste_s__sum,t_extracao_teste_s__mean,t_extracao_teste_s__std,t_total_extracao_s__sum,t_total_extracao_s__mean,t_total_extracao_s__std,t_por_amostra_treino_ms__mean,t_por_amostra_treino_ms__std,t_por_amostra_teste_ms__mean,t_por_amostra_teste_ms__std,n_train_samples__sum,n_test_samples__sum
catch24_drift,KSWIN,0.0741259418427938,0.00741259418427938,0.0006617201742959522,23.14794236794114,2.314794236794114,0.02538202814911547,1.8465460613369937,0.18465460613369938,0.008856981463715089,0.2049648370593782,0.02049648370593782,0.0009257707634718306,25.27357920818031,2.527357920818031,0.028368855955579794,0.00697625925171704,0.00033461715454740775,0.006969222613375641,0.00031478094643720846,264690,29410
drift,KSWIN,0.0335899367928499,0.0033589936792849896,0.0003169045568542131,23.276579786092043,2.327657978609204,0.026916412419310438,1.4562252461910246,0.14562252461910247,0.0011936296275329424,0.161156857386231,0.0161156857386231,0.00011985981146850524,24.92755182646215,2.492755182646215,0.027493753531545782,0.00534002657202424,4.3770796755888326e-05,0.00531870816456204,3.955769355397852e-05,272700,30300
