scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,KSWIN,23.649516293779016,2.3649516293779014,0.03285630842576611,0.0893479779885111,0.0012413127970745442,264690
drift,KSWIN,6.023267047479749,0.6023267047479749,0.012603950047312225,0.02208752125955165,0.0004621910541735305,272700
