,RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,média,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,média
Catch22,0.864281419807513,0.772434404516027,0.816598975265974,0.763748810713038,0.787651423683627,0.948988858003182,0.82561731533156,0.00141662931910295,0.266829916660523,0.509124660923697,0.485734288660052,0.269101207676891,0.312782595210266,0.307498216408422
