RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9425215476920618,0.7886584595495394,0.6226290445775443,0.9694334964812115,0.9024057291025541,0.8961911564589988,0.769704814116638,0.7636279955599296,pamap2D
