fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24,,41.68618853017688,515316,0.08089441921107995
1,catch24,,41.36456994339824,511358,0.08089160616123779
2,catch24,,42.78462647087872,520048,0.08227053362550903
3,catch24,,42.0064316727221,514391,0.08166245457778636
4,catch24,,41.8479427844286,513701,0.08146361946818985
5,catch24,,42.93201324343681,518868,0.08274168621583296
6,catch24,,41.916472628712654,517154,0.08105220616820648
7,catch24,,42.008390095084906,518652,0.08099533038547023
8,catch24,,42.428908405825496,519925,0.08160582469745732
9,catch24,,42.55702447146177,517541,0.08222928129648042
