fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,baseline,,735998,6,33.69144058227539,79616,6,3.6446571350097656,0.0
1,baseline,,739893,6,33.8697395324707,75721,6,3.466358184814453,0.0
2,baseline,,744816,6,34.095096588134766,70798,6,3.2410011291503906,0.0
3,baseline,,741143,6,33.92695999145508,74471,6,3.409137725830078,0.0
4,baseline,,737292,6,33.750675201416016,78322,6,3.5854225158691406,0.0
5,baseline,,728444,6,33.345645904541016,87170,6,3.9904518127441406,0.0
6,baseline,,727418,6,33.29867935180664,88196,6,4.037418365478516,0.0
7,baseline,,731202,6,33.47189712524414,84412,6,3.8642005920410156,0.0
8,baseline,,724724,6,33.175357818603516,90890,6,4.160739898681641,0.0
9,baseline,,729596,6,33.398380279541016,86018,6,3.9377174377441406,0.0
