fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,baseline,,0.0,0.0,0.045112015679478645,0.003463098779320717,0.04857511445879936,735998,79616,6.129366612338437e-05,4.349752285119469e-05,0.0
1,baseline,,0.0,0.0,0.03823833353817463,0.0025220531970262527,0.04076038673520088,739893,75721,5.168089647851058e-05,3.3307182908654834e-05,0.0
2,baseline,,0.0,0.0,0.04248045012354851,0.0023652613162994385,0.044845711439847946,744816,70798,5.703482487426224e-05,3.3408589455908905e-05,0.0
3,baseline,,0.0,0.0,0.04385409690439701,0.0031534936279058456,0.047007590532302856,741143,74471,5.917089806474191e-05,4.23452569175363e-05,0.0
4,baseline,,0.0,0.0,0.05425003543496132,0.004948215559124947,0.059198250994086266,737292,78322,7.358012216999685e-05,6.31778498905154e-05,0.0
5,baseline,,0.0,0.0,0.046064235270023346,0.005943808704614639,0.052008043974637985,728444,87170,6.323648114340065e-05,6.818640248496776e-05,0.0
6,baseline,,0.0,0.0,0.056737517938017845,0.00706825964152813,0.06380577757954597,727418,88196,7.799850696300868e-05,8.014263278978786e-05,0.0
7,baseline,,0.0,0.0,0.04065967537462711,0.005160393193364143,0.04582006856799126,731202,84412,5.560662494717891e-05,6.113340749377036e-05,0.0
8,baseline,,0.0,0.0,0.0441938079893589,0.005160393193364143,0.049354201182723045,724724,90890,6.098019106495563e-05,5.677624813911479e-05,0.0
9,baseline,,0.0,0.0,0.03962860070168972,0.005811318755149841,0.04543991945683956,729596,86018,5.4315814096691485e-05,6.755933357145995e-05,0.0
