scenario,detector_name,best_macro_f1
catch24,baseline,0.6763399025526713
drift,ADWIN,0.6243592722313066
catch24_drift,ADWIN,0.7706610531346942
drift,PageHinkley,0.6533455893058348
catch24_drift,PageHinkley,0.8082097717453885
drift,KSWIN,0.6247775875383239
catch24_drift,KSWIN,0.8376751740598622
drift,CUSUM,0.5824006224765558
catch24_drift,CUSUM,0.7656668783338276
drift,EWMAChart,0.5748096902240649
catch24_drift,EWMAChart,0.7633803831738932
drift,GeometricMovingAverage,0.7380482935354561
catch24_drift,GeometricMovingAverage,0.8066561568369158
drift,HDDMAverage,0.6215075654997577
catch24_drift,HDDMAverage,0.8257463431402303
drift,HDDMWeighted,0.5271663009046381
catch24_drift,HDDMWeighted,0.768007382869023
drift,SEED,0.5748422830113786
catch24_drift,SEED,0.7897700221430219
baseline,baseline,0.41444952825801423
