RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.6479900338901262,0.643004818309542,0.6170073632515117,0.8540827337041301,0.8775244137518786,0.9688002591817886,0.5208730185265598,0.4243993902439097,0.49387625389687334,0.4503189682167707,0.49993086233008743,0.44485447121179067,smartphone
