RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9236290925206732,0.852582622635448,0.8198129637405873,0.9251128464820603,0.7363428421564437,0.5399982315650472,0.8009431454925944,0.8505043178422073,pamap2D
