run,fold,test_bases,RF
D_D_D_,0,[0],0.21515199594015458
D_D_D_,1,[1],0.5163889209306096
D_D_D_,2,[2],0.19714468420101314
D_D_D_,3,[3],0.37490769434007726
D_D_D_,4,[4],0.28853051523663786
D_D_D_,5,[5],0.20473789540666826
D_D_D_,6,[6],0.4250227320786452
D_D_D_,7,[7],0.19340864890220716
D_D_D_,8,[8],0.2818218417699558
D_D_D_,9,[9],0.1376600453577575
D_D_D_,10,[10],0.3517037119844056
D_D_D_,11,[11],0.42070861971323903
