fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,drift,CUSUM,0.037102147936820984,36.348351400345564,3.384070508182049,0.36886776983737946,40.13839182630181,735998,79616,0.004597934380503817,0.004633085935457439,0.0
1,drift,CUSUM,0.04828326590359211,36.16731707379222,3.623929027467966,0.35220997780561447,40.19173934496939,739893,75721,0.004897909599723157,0.004651417411360316,0.0
2,drift,CUSUM,0.049645597115159035,36.30532379262149,3.4578201454132795,0.32623347640037537,40.13902301155031,744816,70798,0.004642515930663787,0.004607947631294322,0.0
3,drift,CUSUM,0.036495357751846313,36.288215167820454,3.4120987188071012,0.344755370169878,40.08156461454928,741143,74471,0.0046038331587927046,0.0046293909061228935,0.0
4,drift,CUSUM,0.038395265117287636,36.28057209402323,3.4127730634063482,0.35626014322042465,40.08800056576729,737292,78322,0.0046287943764564765,0.004548659932336057,0.0
5,drift,CUSUM,0.03619628585875034,36.372872956097126,3.4055017419159412,0.4031946621835232,40.21776564605534,728444,87170,0.004675035750058949,0.004625383299111199,0.0
6,drift,CUSUM,0.0347053948789835,36.201394060626626,3.399113042280078,0.4102913662791252,40.04550386406481,727418,88196,0.004672847031940477,0.004652040526544573,0.0
7,drift,CUSUM,0.05256739445030689,36.16860086098313,3.4137518536299467,0.39082743786275387,40.02574754692614,731202,84412,0.004668685060530396,0.004629998553081953,0.0
8,drift,CUSUM,0.039732540026307106,36.37296611815691,3.382385389879346,0.4187321215867996,40.21381616964936,724724,90890,0.004667135888806423,0.004607020811825279,0.0
9,drift,CUSUM,0.04619457945227623,36.43334931321442,3.3878720458596945,0.39559329859912395,40.263009237125516,729596,86018,0.004643490432869279,0.0045989595038145965,0.0
