RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9286992807352087,0.8668876559339654,0.8324253947581963,0.8125190170197383,0.8288233518970349,0.962740478235656,0.0,0.0731081979215128,0.5314270612525063,0.5077734888947367,0.45895502899921903,0.3528594720576934,smartphone
