run,fold,test_bases,RF
I_gradual_D_,0,[0],0.3421875
I_gradual_D_,1,[1],0.29453125
I_gradual_D_,2,[2],0.15357905982905984
I_gradual_D_,3,[3],0.2012779552715655
I_gradual_D_,4,[4],0.40780730897009965
I_gradual_D_,5,[5],0.20285087719298245
I_gradual_D_,6,[6],0.5653439153439154
I_gradual_D_,7,[7],0.24391534391534392
I_gradual_D_,8,[8],0.6784221525600836
I_gradual_D_,9,[9],0.3814814814814815
I_gradual_D_,10,[10],0.439873417721519
I_gradual_D_,11,[11],0.21408991228070176
