scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,CUSUM,1135.0425317808986,113.50425317808985,2.140614480414844,0.15535391143164906,0.0017412548929436882,7305696
drift,CUSUM,585.541457913816,58.5541457913816,0.6875931190896127,0.07977444379192741,0.00120143700161055,7340526
