run,fold,RF
HDDMWeighted,0.0,0.528296210492212
HDDMWeighted,1.0,0.5715453144054593
HDDMWeighted,2.0,0.4941489382867343
HDDMWeighted,3.0,0.771947620373989
HDDMWeighted,4.0,0.6361059794557765
HDDMWeighted,5.0,0.7116968370866975
HDDMWeighted,6.0,0.5829658878276706
HDDMWeighted,7.0,0.4472621198995099
HDDMWeighted,8.0,0.6648698441721156
HDDMWeighted,9.0,0.9194522777349524
