phi_b,scaler_detectors,rf_n_estimators,rf_max_depth,rf_min_samples_split,rf_min_samples_leaf,rf_max_features,rf_bootstrap,best_value_mean_f1_macro
0.0014880699509911967,robust,195,8,9,5,log2,True,0.6328291029735117
