scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.4685361701293516
catch24_drift_ot,ADWIN,0.6037583722443288
drift_ot,PageHinkley,0.47598934514832936
catch24_drift_ot,PageHinkley,0.5963515356421224
drift_ot,KSWIN,0.4145436948186753
catch24_drift_ot,KSWIN,0.6139855707424248
drift_ot,CUSUM,0.4955307081348875
catch24_drift_ot,CUSUM,0.6006536020768516
drift_ot,EWMAChart,0.4444908524243293
catch24_drift_ot,EWMAChart,0.6161839166884534
drift_ot,GeometricMovingAverage,0.5175283504909273
catch24_drift_ot,GeometricMovingAverage,0.6271371785791986
drift_ot,HDDMAverage,0.5476101177364203
catch24_drift_ot,HDDMAverage,0.6771058696904846
drift_ot,HDDMWeighted,0.4621722948341106
catch24_drift_ot,HDDMWeighted,0.6216430783782841
drift_ot,SEED,0.4535706386599408
catch24_drift_ot,SEED,0.5977655310112275
