fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24,,0.0,0.0,0.3963604439049959,0.04478542134165764,0.44114586524665356,515676,58830,0.0007686230189207873,0.0007612684232816189,1912.71655420959
1,catch24,,0.0,0.0,0.35569573007524014,0.04488648101687431,0.40058221109211445,511718,62788,0.0006951010714402075,0.0007148894855207096,1912.71655420959
2,catch24,,0.0,0.0,0.36546904034912586,0.03996311500668526,0.4054321553558111,520408,54098,0.0007022740625607713,0.0007387170506614895,1912.71655420959
3,catch24,,0.0,0.0,0.552171939983964,0.060966262593865395,0.6131382025778294,514751,59755,0.0010726971681142223,0.0010202704810286234,1912.71655420959
4,catch24,,0.0,0.0,0.433922354131937,0.04847479239106178,0.4823971465229988,514061,60445,0.0008441067385620326,0.0008019652972299079,1912.71655420959
5,catch24,,0.0,0.0,0.44268992356956005,0.04736463725566864,0.4900545608252287,519228,55278,0.000852592548109039,0.0008568442645477159,1912.71655420959
6,catch24,,0.0,0.0,0.49017314054071903,0.0438668355345726,0.5340399760752916,517514,56992,0.0009471688505832094,0.0007697016341692272,1912.71655420959
7,catch24,,0.0,0.0,0.43208299949765205,0.04757835157215595,0.479661351069808,519012,55494,0.0008325106153569706,0.0008573602834929173,1912.71655420959
8,catch24,,0.0,0.0,0.393747640773654,0.03858797065913677,0.43233561143279076,520285,54221,0.0007567922211358275,0.0007116794352582353,1912.71655420959
9,catch24,,0.0,0.0,0.40075880475342274,0.047782640904188156,0.4485414456576109,517901,56605,0.0007738135372463516,0.0008441416995705,1912.71655420959
