RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.993301446209133,0.8431230677050406,0.6227397342040675,0.9496003030665408,0.35550541791118284,0.5819355536401071,0.7528792513037388,0.7477600299636797,pamap2D
