feature,feature_importance_mdi
aly__mean,0.05045374425260208
aly__SD,0.04075650729977357
alz__SD,0.03702811440203766
alz__mean,0.03533697325895303
ary__mean,0.034090607067329526
alx__SD,0.030261999906379816
glz__SD,0.02578740801518474
arx__SD,0.021909003679698592
arx__mean,0.021575360526552328
arz__mean,0.020470266967610812
ary__SD,0.019933063026940555
gly__SD,0.01819956904072698
gly__mean,0.018149611368454898
gry__mean,0.017990422822346596
alx__mean,0.014913985956893482
arz__SD,0.014815108600007018
glz__mean,0.012051550745171448
gry__SD,0.011362213679620432
ary__acf_timescale,0.011329188787723722
ary__forecast_error,0.01083175431778871
ary__entropy_pairs,0.010671721799011118
glx__SD,0.010365870673690195
glx__mean,0.010260841202998777
ary__low_freq_power,0.010063858725528072
aly__high_fluctuation,0.009953541361485825
alz__forecast_error,0.009908710146706873
glz__forecast_error,0.009887232381818939
ary__centroid_freq,0.009333315278748412
aly__low_freq_power,0.009122719511548588
aly__acf_timescale,0.009105034393844271
grz__mean,0.008171592265214828
gly__forecast_error,0.008059429934160409
grx__mean,0.007757976695021625
alz__low_freq_power,0.0074683941329582405
grx__SD,0.007269877088938279
aly__stretch_high,0.007258527766132237
grz__SD,0.007162495932200009
ary__stretch_high,0.006858523465866094
alz__acf_timescale,0.006844357159309082
ary__embedding_dist,0.00663053368238201
aly__mode_10,0.006274903695927658
aly__entropy_pairs,0.00616632950524336
aly__stretch_decreasing,0.006123005172519801
alz__embedding_dist,0.006088308869241085
gly__acf_timescale,0.005972575488229044
ary__acf_first_min,0.005890977179147305
alz__centroid_freq,0.0058148947335701084
aly__forecast_error,0.005757146069462034
arz__entropy_pairs,0.005719063922040581
glz__high_fluctuation,0.005332792393352342
grz__high_fluctuation,0.0052287826144668285
alz__acf_first_min,0.005170291435465646
gly__ami_timescale,0.005078831407083986
grz__stretch_decreasing,0.005076376785834091
grx__stretch_decreasing,0.005026678033714522
gly__high_fluctuation,0.0047490375051372335
gly__acf_first_min,0.004721800327719826
