scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
catch24,,7,301.18864042311907,43.026948631874156,2.25480959487547,0.08951735992121687
