scenario,detector,n_folds,n_cols_features,mem_X_train_mb_mean,mem_X_train_mb_std,mem_X_train_mb_max,mem_X_train_mb_min,mem_X_test_mb_mean,mem_X_test_mb_std,mem_X_test_mb_max,mem_X_test_mb_min,mem_catch22_cache_mb
catch24_drift,PageHinkley,7,156,571.8482355390277,23.756448461352765,597.2161903381348,540.7633094787598,95.3081441606794,23.756448461352768,126.39307022094727,69.94018936157227,615.8381881713867
