feature,feature_importance_mdi
score_gyro_z,0.09093658525222054
acc_x__mean,0.0664982928312751
acc_x,0.05127006037536777
gyro_x__mean,0.05117241495877928
acc_x__SD,0.04759319813395487
gyro_z__SD,0.03346044497589401
gyro_y__SD,0.0332885637135503
score_acc_x,0.03009645633707385
acc_y__SD,0.028664073256584637
score_gyro_x,0.027889150988348065
gyro_x__SD,0.026470413615259706
acc_z__SD,0.02405494651614957
score_gyro_y,0.02122980048680591
acc_z__mean,0.02095187735113207
acc_x__forecast_error,0.019716471179292216
acc_y__mean,0.018331458143014182
acc_y__high_fluctuation,0.01766844091238859
score_acc_y,0.017338714998343344
acc_y,0.016707241617240076
acc_z__high_fluctuation,0.0152678364288703
gyro_z__high_fluctuation,0.012377009042742151
acc_z,0.01173516573176712
gyro_x__high_fluctuation,0.011729041595922415
acc_z__entropy_pairs,0.011195716334911118
score_acc_z,0.011186975619649646
gyro_y__high_fluctuation,0.01040676958084783
acc_x__high_fluctuation,0.009634747649215849
acc_x__centroid_freq,0.009342984299671278
gyro_y__mean,0.009238363685555166
gyro_z__low_freq_power,0.00921882317420033
acc_y__acf_timescale,0.008228906194086475
gyro_x__whiten_timescale,0.007905280015653344
gyro_z__forecast_error,0.00763266327217481
gyro_z__acf_timescale,0.007592534043623832
gyro_y__stretch_high,0.007242758338412791
acc_x__trev,0.0072342444537331786
gyro_y__low_freq_power,0.00697497343905832
acc_z__acf_timescale,0.006683643294225039
acc_y__transition_matrix,0.006321199519268357
acc_x__low_freq_power,0.006261871320014467
acc_x__periodicity,0.006189833036602876
gyro_z__centroid_freq,0.006176527561676508
acc_y__trev,0.005554352618229608
acc_z__stretch_decreasing,0.005454456593888382
gyro_z__periodicity,0.005383197307053647
gyro_y__acf_timescale,0.005054270463894873
acc_y__forecast_error,0.004550743476774697
gyro_y__forecast_error,0.004482617479074665
gyro_z__acf_first_min,0.00447940645108222
gyro_y__acf_first_min,0.004084826597858556
acc_z__low_freq_power,0.0038760707576352064
acc_x__entropy_pairs,0.0037403401619489417
acc_x__acf_timescale,0.0035991737247819703
acc_x__acf_first_min,0.003593724984537747
acc_z__transition_matrix,0.003511831674287748
acc_y__centroid_freq,0.003506483098790801
gyro_x__acf_timescale,0.0033485878938542325
acc_z__whiten_timescale,0.0032874988524504716
acc_y__entropy_pairs,0.003236873315743526
gyro_z__mean,0.0030272866844453083
acc_y__low_freq_power,0.002714233787786187
gyro_y__periodicity,0.002699595912225687
acc_x__stretch_high,0.0026545859025223703
acc_x__embedding_dist,0.002629050457623022
acc_z__centroid_freq,0.002625143383538987
acc_x__whiten_timescale,0.0025477147903633056
acc_y__embedding_dist,0.002530322141818906
gyro_y__centroid_freq,0.0022671976057489604
gyro_y__ami_timescale,0.002163736309869357
gyro_z__ami2,0.0021360302535669484
gyro_x__dfa,0.0021335403649978537
gyro_y__entropy_pairs,0.002128622618298123
acc_z__forecast_error,0.0021206041994824777
gyro_z__entropy_pairs,0.0020997410492456657
gyro_z__whiten_timescale,0.0020986250078379623
acc_y__whiten_timescale,0.002036325282456102
gyro_z__ami_timescale,0.0019367173191384294
acc_y__stretch_high,0.0017907369797797485
gyro_z__rs_range,0.0016464244723204697
acc_z__stretch_high,0.0016359711860992028
gyro_x__forecast_error,0.0015273739110245503
acc_x__ami2,0.0015065105800560316
acc_x__transition_matrix,0.001501611029024289
acc_z__trev,0.0014679218956878423
gyro_x__low_freq_power,0.0014630086695465723
gyro_x__stretch_high,0.0013927368339705863
acc_x__stretch_decreasing,0.0013899939692651581
acc_z__periodicity,0.0013388633305271031
acc_y__stretch_decreasing,0.0013072993433672464
gyro_x__acf_first_min,0.0011981042747212724
acc_y__periodicity,0.0011544096725750758
acc_x__rs_range,0.0011434318755297259
gyro_x__centroid_freq,0.0011197275958170325
gyro_y,0.0010756847438210025
gyro_z__embedding_dist,0.0009788158648883062
gyro_x__rs_range,0.0009609602486460509
acc_y__acf_first_min,0.0008670681239817647
gyro_y__whiten_timescale,0.0008270159185368366
acc_z__rs_range,0.0008147834792400642
gyro_x__entropy_pairs,0.0007835995418885243
acc_x__ami_timescale,0.0007317637923727121
gyro_y__stretch_decreasing,0.0007288247122922862
acc_z__ami2,0.0006919831307121389
acc_y__ami2,0.000624596341384369
gyro_x__embedding_dist,0.0006106707876695733
acc_z__acf_first_min,0.0005492586537243014
gyro_y__embedding_dist,0.0004717961151467918
gyro_x__stretch_decreasing,0.0004530110599956661
gyro_x__periodicity,0.0004484274424479712
gyro_z__stretch_high,0.00034533294050048544
gyro_z__stretch_decreasing,0.0002622886431853331
gyro_x__transition_matrix,0.00023041778663828065
gyro_z__dfa,0.00021072348159471556
acc_x__mode_5,0.00020566535357337422
acc_x__mode_10,0.00019456088594918636
gyro_y__transition_matrix,0.00017053265660315893
gyro_x,0.00016081102458116535
acc_z__mode_10,0.0001467482616447987
acc_z__embedding_dist,0.00013184792458857935
gyro_x__ami_timescale,0.00011866635710583277
gyro_x__ami2,0.00011750462263498146
acc_x__outlier_timing_neg,0.0001075738247402261
gyro_y__trev,0.00010545347382359964
acc_y__ami_timescale,0.00010396649380964655
gyro_y__dfa,9.973433813240524e-05
gyro_y__ami2,8.293134750828301e-05
gyro_z__mode_10,6.43855545853702e-05
gyro_z__trev,6.244263420939054e-05
acc_x__outlier_timing_pos,5.949765441847045e-05
gyro_x__outlier_timing_pos,4.993663470304428e-05
gyro_x__trev,4.107898787647824e-05
acc_z__dfa,3.8425271151079e-05
