scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,HDDMAverage,274.89476744644344,34.36184593080543,0.3759855528405792,0.13659717338117042,0.0013289554656168584,2012444
drift,SEED,67.26723632775247,8.408404540969059,0.1544733754096928,0.03330591914998679,0.0005811488882909436,2019668
