dataset,cenario,detector,tipo,n,rank_no_tipo,feature,mdi
occ,catch24_drift,SEED,score,17,4,score_S3_Temp,0.006506
occ,catch24_drift,SEED,score,17,5,score_S1_Temp,0.006445
occ,catch24_drift,SEED,score,17,6,score_S1_Sound,0.00634
occ,catch24_drift,SEED,score,17,7,score_S2_Temp,0.006172
occ,catch24_drift,SEED,score,17,8,score_S5_CO2_Slope,0.006155
occ,catch24_drift,SEED,score,17,9,score_S3_Sound,0.00567
occ,catch24_drift,SEED,score,17,10,score_S5_CO2,0.005284
occ,catch24_drift,SEED,score,17,11,score_S3_Light,0.005149
occ,catch24_drift,SEED,score,17,12,score_S4_Sound,0.004758
occ,catch24_drift,SEED,score,17,13,score_S2_Sound,0.004623
occ,catch24_drift,SEED,score,17,14,score_S6_PIR,0.004014
occ,catch24_drift,SEED,score,17,15,score_S7_PIR,0.003704
occ,catch24_drift,SEED,score,17,16,score_hour,0.003674
occ,catch24_drift,SEED,score,17,17,score_S4_Light,0.0033
occ,catch24_drift,SEED,catch,17,1,S1_Sound__mean,0.069247
occ,catch24_drift,SEED,catch,17,2,S1_Light__mean,0.056743
occ,catch24_drift,SEED,catch,17,3,S2_Light__mean,0.049523
occ,catch24_drift,SEED,catch,17,4,S2_Sound__mean,0.048335
occ,catch24_drift,SEED,catch,17,5,S1_Sound__SD,0.044132
occ,catch24_drift,SEED,catch,17,6,S5_CO2_Slope__mean,0.037016
occ,catch24_drift,SEED,catch,17,7,S3_Sound__mean,0.035139
occ,catch24_drift,SEED,catch,17,8,S3_Light__mean,0.027587
occ,catch24_drift,SEED,catch,17,9,S2_Sound__SD,0.020469
occ,catch24_drift,SEED,catch,17,10,S2_Temp__mean,0.019124
occ,catch24_drift,SEED,catch,17,11,S6_PIR__mean,0.01912
occ,catch24_drift,SEED,catch,17,12,S5_CO2__mean,0.017335
occ,catch24_drift,SEED,catch,17,13,S3_Sound__SD,0.016738
occ,catch24_drift,SEED,catch,17,14,S7_PIR__mean,0.015737
occ,catch24_drift,SEED,catch,17,15,S4_Sound__SD,0.013615
occ,catch24_drift,SEED,catch,17,16,S3_Temp__mean,0.013536
occ,catch24_drift,SEED,catch,17,17,S1_Temp__mean,0.013451
occ,catch24_drift,SEED,original,17,1,S1_Light,0.062904
occ,catch24_drift,SEED,original,17,2,S2_Light,0.048682
occ,catch24_drift,SEED,original,17,3,S5_CO2_Slope,0.04471
occ,catch24_drift,SEED,original,17,4,S3_Light,0.024985
occ,catch24_drift,SEED,original,17,5,S1_Sound,0.024603
occ,catch24_drift,SEED,original,17,6,S2_Sound,0.020614
occ,catch24_drift,SEED,original,17,7,S2_Temp,0.019582
occ,catch24_drift,SEED,original,17,8,S5_CO2,0.014601
occ,catch24_drift,SEED,original,17,9,S3_Sound,0.013952
occ,catch24_drift,SEED,original,17,10,S3_Temp,0.012572
occ,catch24_drift,SEED,original,17,11,S1_Temp,0.011568
occ,catch24_drift,SEED,original,17,12,S4_Light,0.007373
occ,catch24_drift,SEED,original,17,13,S4_Temp,0.006074
occ,catch24_drift,SEED,original,17,14,S7_PIR,0.004975
occ,catch24_drift,SEED,original,17,15,hour,0.004604
occ,catch24_drift,SEED,original,17,16,S6_PIR,0.003398
occ,catch24_drift,SEED,original,17,17,S4_Sound,0.002869
smartphone,catch24,,catch,1,1,acc_x__mean,0.095319
smartphone,drift,CUSUM,score,6,1,score_gyro_x,0.116966
smartphone,drift,CUSUM,score,6,2,score_acc_y,0.09869
smartphone,drift,CUSUM,score,6,3,score_acc_x,0.078703
smartphone,drift,CUSUM,score,6,4,score_gyro_y,0.075073
smartphone,drift,CUSUM,score,6,5,score_acc_z,0.067696
smartphone,drift,CUSUM,score,6,6,score_gyro_z,0.038401
smartphone,drift,CUSUM,original,6,1,acc_x,0.172037
smartphone,drift,CUSUM,original,6,2,acc_y,0.127693
smartphone,drift,CUSUM,original,6,3,gyro_x,0.063992
smartphone,drift,CUSUM,original,6,4,acc_z,0.059718
smartphone,drift,CUSUM,original,6,5,gyro_z,0.054573
smartphone,drift,CUSUM,original,6,6,gyro_y,0.04646
smartphone,catch24_drift,CUSUM,score,6,1,score_acc_x,0.033964
smartphone,catch24_drift,CUSUM,score,6,2,score_acc_y,0.030868
smartphone,catch24_drift,CUSUM,score,6,3,score_acc_z,0.019694
smartphone,catch24_drift,CUSUM,score,6,4,score_gyro_x,0.0
smartphone,catch24_drift,CUSUM,score,6,5,score_gyro_y,0.0
smartphone,catch24_drift,CUSUM,score,6,6,score_gyro_z,0.0
smartphone,catch24_drift,CUSUM,catch,6,1,acc_x__mean,0.04838
smartphone,catch24_drift,CUSUM,catch,6,2,acc_y__mean,0.045419
smartphone,catch24_drift,CUSUM,catch,6,3,acc_x__SD,0.036713
smartphone,catch24_drift,CUSUM,catch,6,4,acc_z__mean,0.026455
smartphone,catch24_drift,CUSUM,catch,6,5,acc_y__SD,0.023334
smartphone,catch24_drift,CUSUM,catch,6,6,gyro_y__SD,0.022045
smartphone,catch24_drift,CUSUM,original,6,1,acc_x,0.041171
smartphone,catch24_drift,CUSUM,original,6,2,acc_y,0.0374
smartphone,catch24_drift,CUSUM,original,6,3,acc_z,0.018512
smartphone,catch24_drift,CUSUM,original,6,4,gyro_z,0.003573
smartphone,catch24_drift,CUSUM,original,6,5,gyro_x,0.002476
smartphone,catch24_drift,CUSUM,original,6,6,gyro_y,0.001947
usc,catch24,,catch,1,1,gyro_x__mean,0.076687
usc,drift,PageHinkley,score,6,1,score_gyro_z,0.241184
usc,drift,PageHinkley,score,6,2,score_acc_x,0.138017
usc,drift,PageHinkley,score,6,3,score_gyro_x,0.13117
usc,drift,PageHinkley,score,6,4,score_gyro_y,0.061918
usc,drift,PageHinkley,score,6,5,score_acc_y,0.058682
usc,drift,PageHinkley,score,6,6,score_acc_z,0.02772
usc,drift,PageHinkley,original,6,1,acc_x,0.168355
usc,drift,PageHinkley,original,6,2,acc_y,0.069685
usc,drift,PageHinkley,original,6,3,acc_z,0.060656
usc,drift,PageHinkley,original,6,4,gyro_x,0.018367
usc,drift,PageHinkley,original,6,5,gyro_z,0.012799
usc,drift,PageHinkley,original,6,6,gyro_y,0.011447
usc,catch24_drift,PageHinkley,score,6,1,score_gyro_z,0.090937
usc,catch24_drift,PageHinkley,score,6,2,score_acc_x,0.030096
usc,catch24_drift,PageHinkley,score,6,3,score_gyro_x,0.027889
usc,catch24_drift,PageHinkley,score,6,4,score_gyro_y,0.02123
usc,catch24_drift,PageHinkley,score,6,5,score_acc_y,0.017339
usc,catch24_drift,PageHinkley,score,6,6,score_acc_z,0.011187
usc,catch24_drift,PageHinkley,catch,6,1,acc_x__mean,0.066498
usc,catch24_drift,PageHinkley,catch,6,2,gyro_x__mean,0.051172
usc,catch24_drift,PageHinkley,catch,6,3,acc_x__SD,0.047593
usc,catch24_drift,PageHinkley,catch,6,4,gyro_z__SD,0.03346
usc,catch24_drift,PageHinkley,catch,6,5,gyro_y__SD,0.033289
usc,catch24_drift,PageHinkley,catch,6,6,acc_y__SD,0.028664
usc,catch24_drift,PageHinkley,original,6,1,acc_x,0.05127
usc,catch24_drift,PageHinkley,original,6,2,acc_y,0.016707
usc,catch24_drift,PageHinkley,original,6,3,acc_z,0.011735
usc,catch24_drift,PageHinkley,original,6,4,gyro_y,0.001076
usc,catch24_drift,PageHinkley,original,6,5,gyro_x,0.000161
usc,catch24_drift,PageHinkley,original,6,6,gyro_z,1e-06
W-RAnkle,catch24,,catch,1,1,right_ankle_acc_x__mean,0.091538
W-RAnkle,drift,GeometricMovingAverage,score,5,1,score_right_ankle_acc_z,0.284636
W-RAnkle,drift,GeometricMovingAverage,score,5,2,score_right_ankle_acc_x,0.19884
W-RAnkle,drift,GeometricMovingAverage,score,5,3,score_right_ankle_gyro_y,0.1947
W-RAnkle,drift,GeometricMovingAverage,score,5,4,score_right_ankle_acc_y,0.104595
W-RAnkle,drift,GeometricMovingAverage,score,5,5,score_right_ankle_gyro_x,0.003974
W-RAnkle,drift,GeometricMovingAverage,original,5,1,right_ankle_acc_x,0.121934
W-RAnkle,drift,GeometricMovingAverage,original,5,2,right_ankle_gyro_y,0.0415
W-RAnkle,drift,GeometricMovingAverage,original,5,3,right_ankle_acc_y,0.025039
W-RAnkle,drift,GeometricMovingAverage,original,5,4,right_ankle_gyro_x,0.012667
W-RAnkle,drift,GeometricMovingAverage,original,5,5,right_ankle_acc_z,0.012115
W-RAnkle,catch24_drift,CUSUM,score,5,1,score_right_ankle_gyro_y,0.048112
W-RAnkle,catch24_drift,CUSUM,score,5,2,score_right_ankle_acc_x,0.044746
W-RAnkle,catch24_drift,CUSUM,score,5,3,score_right_ankle_acc_y,0.032907
W-RAnkle,catch24_drift,CUSUM,score,5,4,score_right_ankle_acc_z,0.019739
W-RAnkle,catch24_drift,CUSUM,score,5,5,score_right_ankle_gyro_x,0.000478
W-RAnkle,catch24_drift,CUSUM,catch,5,1,right_ankle_acc_x__mean,0.055553
W-RAnkle,catch24_drift,CUSUM,catch,5,2,right_ankle_acc_x__SD,0.045808
W-RAnkle,catch24_drift,CUSUM,catch,5,3,right_ankle_gyro_y__mean,0.04402
W-RAnkle,catch24_drift,CUSUM,catch,5,4,right_ankle_acc_y__SD,0.03478
W-RAnkle,catch24_drift,CUSUM,catch,5,5,right_ankle_gyro_y__mode_10,0.027384
W-RAnkle,catch24_drift,CUSUM,original,5,1,right_ankle_acc_x,0.020752
W-RAnkle,catch24_drift,CUSUM,original,5,2,right_ankle_acc_y,0.005517
W-RAnkle,catch24_drift,CUSUM,original,5,3,right_ankle_acc_z,0.005207
W-RAnkle,catch24_drift,CUSUM,original,5,4,right_ankle_gyro_y,0.00116
W-RAnkle,catch24_drift,CUSUM,original,5,5,right_ankle_gyro_x,0.000137
W-LWrist,catch24,,catch,1,1,left_wrist_gyro_y__mean,0.1008
W-LWrist,drift,GeometricMovingAverage,score,5,1,score_left_wrist_acc_x,0.265527
W-LWrist,drift,GeometricMovingAverage,score,5,2,score_left_wrist_gyro_y,0.209522
W-LWrist,drift,GeometricMovingAverage,score,5,3,score_left_wrist_acc_z,0.152642
W-LWrist,drift,GeometricMovingAverage,score,5,4,score_left_wrist_acc_y,0.065643
W-LWrist,drift,GeometricMovingAverage,score,5,5,score_left_wrist_gyro_x,0.015259
W-LWrist,drift,GeometricMovingAverage,original,5,1,left_wrist_acc_x,0.118417
W-LWrist,drift,GeometricMovingAverage,original,5,2,left_wrist_gyro_y,0.071959
W-LWrist,drift,GeometricMovingAverage,original,5,3,left_wrist_acc_z,0.059427
W-LWrist,drift,GeometricMovingAverage,original,5,4,left_wrist_gyro_x,0.030417
W-LWrist,drift,GeometricMovingAverage,original,5,5,left_wrist_acc_y,0.011188
W-LWrist,catch24_drift,KSWIN,score,5,1,score_left_wrist_gyro_x,0.101293
W-LWrist,catch24_drift,KSWIN,score,5,2,score_left_wrist_acc_z,0.08821
W-LWrist,catch24_drift,KSWIN,score,5,3,score_left_wrist_acc_y,0.066901
W-LWrist,catch24_drift,KSWIN,score,5,4,score_left_wrist_gyro_y,0.060949
W-LWrist,catch24_drift,KSWIN,score,5,5,score_left_wrist_acc_x,0.055038
W-LWrist,catch24_drift,KSWIN,catch,5,1,left_wrist_gyro_y__mean,0.073968
W-LWrist,catch24_drift,KSWIN,catch,5,2,left_wrist_acc_x__SD,0.05592
W-LWrist,catch24_drift,KSWIN,catch,5,3,left_wrist_acc_x__mean,0.042175
W-LWrist,catch24_drift,KSWIN,catch,5,4,left_wrist_gyro_y__SD,0.038825
W-LWrist,catch24_drift,KSWIN,catch,5,5,left_wrist_gyro_x__SD,0.035995
W-LWrist,catch24_drift,KSWIN,original,5,1,left_wrist_acc_x,0.018427
W-LWrist,catch24_drift,KSWIN,original,5,2,left_wrist_acc_z,0.018315
W-LWrist,catch24_drift,KSWIN,original,5,3,left_wrist_gyro_y,0.013406
W-LWrist,catch24_drift,KSWIN,original,5,4,left_wrist_acc_y,0.002666
W-LWrist,catch24_drift,KSWIN,original,5,5,left_wrist_gyro_x,0.001194
W-RWrist,catch24,,catch,1,1,right_wrist_gyro_y__mean,0.092435
W-RWrist,drift,GeometricMovingAverage,score,5,1,score_right_wrist_acc_x,0.280577
W-RWrist,drift,GeometricMovingAverage,score,5,2,score_right_wrist_acc_y,0.25107
W-RWrist,drift,GeometricMovingAverage,score,5,3,score_right_wrist_acc_z,0.131273
W-RWrist,drift,GeometricMovingAverage,score,5,4,score_right_wrist_gyro_y,0.031448
W-RWrist,drift,GeometricMovingAverage,score,5,5,score_right_wrist_gyro_x,0.003152
W-RWrist,drift,GeometricMovingAverage,original,5,1,right_wrist_acc_x,0.117814
W-RWrist,drift,GeometricMovingAverage,original,5,2,right_wrist_gyro_y,0.070606
W-RWrist,drift,GeometricMovingAverage,original,5,3,right_wrist_acc_z,0.070568
W-RWrist,drift,GeometricMovingAverage,original,5,4,right_wrist_acc_y,0.024268
W-RWrist,drift,GeometricMovingAverage,original,5,5,right_wrist_gyro_x,0.019225
W-RWrist,catch24_drift,KSWIN,score,5,1,score_right_wrist_gyro_x,0.100033
W-RWrist,catch24_drift,KSWIN,score,5,2,score_right_wrist_acc_z,0.088641
W-RWrist,catch24_drift,KSWIN,score,5,3,score_right_wrist_gyro_y,0.07471
W-RWrist,catch24_drift,KSWIN,score,5,4,score_right_wrist_acc_y,0.06125
W-RWrist,catch24_drift,KSWIN,score,5,5,score_right_wrist_acc_x,0.052204
W-RWrist,catch24_drift,KSWIN,catch,5,1,right_wrist_gyro_y__mean,0.071267
W-RWrist,catch24_drift,KSWIN,catch,5,2,right_wrist_acc_x__SD,0.056744
W-RWrist,catch24_drift,KSWIN,catch,5,3,right_wrist_acc_x__mean,0.042454
W-RWrist,catch24_drift,KSWIN,catch,5,4,right_wrist_gyro_x__SD,0.03383
W-RWrist,catch24_drift,KSWIN,catch,5,5,right_wrist_acc_y__SD,0.028627
W-RWrist,catch24_drift,KSWIN,original,5,1,right_wrist_acc_x,0.018082
W-RWrist,catch24_drift,KSWIN,original,5,2,right_wrist_acc_z,0.015813
W-RWrist,catch24_drift,KSWIN,original,5,3,right_wrist_gyro_y,0.014654
W-RWrist,catch24_drift,KSWIN,original,5,4,right_wrist_acc_y,0.007671
W-RWrist,catch24_drift,KSWIN,original,5,5,right_wrist_gyro_x,0.002354
W-Waist,catch24,,catch,1,1,waist_gyro_x__mean,0.093608
W-Waist,drift,PageHinkley,score,5,1,score_waist_acc_y,0.238159
W-Waist,drift,PageHinkley,score,5,2,score_waist_gyro_x,0.185072
W-Waist,drift,PageHinkley,score,5,3,score_waist_acc_x,0.128019
W-Waist,drift,PageHinkley,score,5,4,score_waist_acc_z,0.117518
W-Waist,drift,PageHinkley,score,5,5,score_waist_gyro_y,7.8e-05
W-Waist,drift,PageHinkley,original,5,1,waist_gyro_x,0.142618
W-Waist,drift,PageHinkley,original,5,2,waist_acc_y,0.126338
W-Waist,drift,PageHinkley,original,5,3,waist_acc_z,0.05037
W-Waist,drift,PageHinkley,original,5,4,waist_acc_x,0.007151
W-Waist,drift,PageHinkley,original,5,5,waist_gyro_y,0.004677
W-Waist,catch24_drift,GeometricMovingAverage,score,5,1,score_waist_acc_z,0.074649
W-Waist,catch24_drift,GeometricMovingAverage,score,5,2,score_waist_gyro_x,0.055728
W-Waist,catch24_drift,GeometricMovingAverage,score,5,3,score_waist_acc_x,0.040276
W-Waist,catch24_drift,GeometricMovingAverage,score,5,4,score_waist_acc_y,0.001025
W-Waist,catch24_drift,GeometricMovingAverage,score,5,5,score_waist_gyro_y,0.000305
W-Waist,catch24_drift,GeometricMovingAverage,catch,5,1,waist_gyro_x__mean,0.084143
W-Waist,catch24_drift,GeometricMovingAverage,catch,5,2,waist_acc_y__mean,0.061078
W-Waist,catch24_drift,GeometricMovingAverage,catch,5,3,waist_acc_y__SD,0.058602
W-Waist,catch24_drift,GeometricMovingAverage,catch,5,4,waist_gyro_y__SD,0.044595
W-Waist,catch24_drift,GeometricMovingAverage,catch,5,5,waist_gyro_x__SD,0.041824
W-Waist,catch24_drift,GeometricMovingAverage,original,5,1,waist_acc_y,0.042652
W-Waist,catch24_drift,GeometricMovingAverage,original,5,2,waist_gyro_x,0.039672
W-Waist,catch24_drift,GeometricMovingAverage,original,5,3,waist_acc_z,0.011872
W-Waist,catch24_drift,GeometricMovingAverage,original,5,4,waist_acc_x,0.002964
W-Waist,catch24_drift,GeometricMovingAverage,original,5,5,waist_gyro_y,0.000116
W-LAnkle,catch24,,catch,1,1,left_ankle_acc_x__mean,0.094047
W-LAnkle,drift,CUSUM,score,5,1,score_left_ankle_gyro_y,0.251087
W-LAnkle,drift,CUSUM,score,5,2,score_left_ankle_acc_x,0.20405
W-LAnkle,drift,CUSUM,score,5,3,score_left_ankle_acc_z,0.134271
W-LAnkle,drift,CUSUM,score,5,4,score_left_ankle_acc_y,0.122214
W-LAnkle,drift,CUSUM,score,5,5,score_left_ankle_gyro_x,0.096112
W-LAnkle,drift,CUSUM,original,5,1,left_ankle_acc_x,0.113182
W-LAnkle,drift,CUSUM,original,5,2,left_ankle_gyro_y,0.03934
W-LAnkle,drift,CUSUM,original,5,3,left_ankle_acc_y,0.017985
W-LAnkle,drift,CUSUM,original,5,4,left_ankle_gyro_x,0.011341
W-LAnkle,drift,CUSUM,original,5,5,left_ankle_acc_z,0.010418
W-LAnkle,catch24_drift,HDDMAverage,score,5,1,score_left_ankle_acc_x,0.071126
W-LAnkle,catch24_drift,HDDMAverage,score,5,2,score_left_ankle_acc_y,0.069802
W-LAnkle,catch24_drift,HDDMAverage,score,5,3,score_left_ankle_gyro_y,0.061451
W-LAnkle,catch24_drift,HDDMAverage,score,5,4,score_left_ankle_gyro_x,0.056428
W-LAnkle,catch24_drift,HDDMAverage,score,5,5,score_left_ankle_acc_z,0.047145
W-LAnkle,catch24_drift,HDDMAverage,catch,5,1,left_ankle_acc_x__mean,0.06383
W-LAnkle,catch24_drift,HDDMAverage,catch,5,2,left_ankle_gyro_y__mean,0.062816
W-LAnkle,catch24_drift,HDDMAverage,catch,5,3,left_ankle_acc_x__SD,0.04303
W-LAnkle,catch24_drift,HDDMAverage,catch,5,4,left_ankle_gyro_y__SD,0.023277
W-LAnkle,catch24_drift,HDDMAverage,catch,5,5,left_ankle_acc_y__SD,0.020247
W-LAnkle,catch24_drift,HDDMAverage,original,5,1,left_ankle_acc_x,0.026119
W-LAnkle,catch24_drift,HDDMAverage,original,5,2,left_ankle_acc_y,0.006526
W-LAnkle,catch24_drift,HDDMAverage,original,5,3,left_ankle_acc_z,0.006109
W-LAnkle,catch24_drift,HDDMAverage,original,5,4,left_ankle_gyro_y,0.002725
W-LAnkle,catch24_drift,HDDMAverage,original,5,5,left_ankle_gyro_x,0.000318
sw,catch24,,catch,1,1,x_acc__mean,0.370152
sw,drift,CUSUM,score,6,1,score_x_acc,0.192088
sw,drift,CUSUM,score,6,2,score_z_acc,0.166927
sw,drift,CUSUM,score,6,3,score_x_gyro,0.027952
sw,drift,CUSUM,score,6,4,score_y_gyro,0.027539
sw,drift,CUSUM,score,6,5,score_z_gyro,0.011044
sw,drift,CUSUM,score,6,6,score_y_acc,0.006552
sw,drift,CUSUM,original,6,1,z_acc,0.184582
sw,drift,CUSUM,original,6,2,x_acc,0.141544
sw,drift,CUSUM,original,6,3,x_gyro,0.102003
sw,drift,CUSUM,original,6,4,y_gyro,0.073852
sw,drift,CUSUM,original,6,5,z_gyro,0.034665
sw,drift,CUSUM,original,6,6,y_acc,0.031252
sw,catch24_drift,GeometricMovingAverage,score,6,1,score_z_acc,0.045953
sw,catch24_drift,GeometricMovingAverage,score,6,2,score_x_acc,0.025906
sw,catch24_drift,GeometricMovingAverage,score,6,3,score_z_gyro,0.0
sw,catch24_drift,GeometricMovingAverage,score,6,4,score_y_gyro,0.0
sw,catch24_drift,GeometricMovingAverage,score,6,5,score_y_acc,0.0
sw,catch24_drift,GeometricMovingAverage,score,6,6,score_x_gyro,0.0
sw,catch24_drift,GeometricMovingAverage,catch,6,1,x_acc__mean,0.320083
sw,catch24_drift,GeometricMovingAverage,catch,6,2,x_gyro__mean,0.188143
sw,catch24_drift,GeometricMovingAverage,catch,6,3,y_gyro__mean,0.086968
sw,catch24_drift,GeometricMovingAverage,catch,6,4,z_acc__outlier_timing_neg,0.085323
sw,catch24_drift,GeometricMovingAverage,catch,6,5,x_gyro__outlier_timing_pos,0.05576
sw,catch24_drift,GeometricMovingAverage,catch,6,6,y_gyro__outlier_timing_pos,0.031907
sw,catch24_drift,GeometricMovingAverage,original,6,1,x_gyro,0.049306
sw,catch24_drift,GeometricMovingAverage,original,6,2,y_gyro,0.03663
sw,catch24_drift,GeometricMovingAverage,original,6,3,z_gyro,0.011407
sw,catch24_drift,GeometricMovingAverage,original,6,4,x_acc,0.009883
sw,catch24_drift,GeometricMovingAverage,original,6,5,z_acc,0.000872
sw,catch24_drift,GeometricMovingAverage,original,6,6,y_acc,0.0
sp,catch24,,catch,1,1,y_gyro__SD,0.265236
sp,drift,PageHinkley,score,6,1,score_y_acc,0.20614
sp,drift,PageHinkley,score,6,2,score_y_gyro,0.196314
sp,drift,PageHinkley,score,6,3,score_z_acc,0.02378
sp,drift,PageHinkley,score,6,4,score_x_acc,0.000369
sp,drift,PageHinkley,score,6,5,score_z_gyro,0.000263
sp,drift,PageHinkley,score,6,6,score_x_gyro,7.8e-05
sp,drift,PageHinkley,original,6,1,z_acc,0.255258
sp,drift,PageHinkley,original,6,2,y_gyro,0.130291
sp,drift,PageHinkley,original,6,3,z_gyro,0.123158
sp,drift,PageHinkley,original,6,4,y_acc,0.03472
sp,drift,PageHinkley,original,6,5,x_acc,0.014966
sp,drift,PageHinkley,original,6,6,x_gyro,0.014663
sp,catch24_drift,SEED,score,6,1,score_y_acc,0.076135
sp,catch24_drift,SEED,score,6,2,score_z_acc,0.000165
sp,catch24_drift,SEED,score,6,3,score_x_acc,0.0
sp,catch24_drift,SEED,score,6,4,score_z_gyro,0.0
sp,catch24_drift,SEED,score,6,5,score_y_gyro,0.0
sp,catch24_drift,SEED,score,6,6,score_x_gyro,0.0
sp,catch24_drift,SEED,catch,6,1,y_gyro__SD,0.249464
sp,catch24_drift,SEED,catch,6,2,y_gyro__mean,0.218381
sp,catch24_drift,SEED,catch,6,3,y_gyro__outlier_timing_neg,0.087011
sp,catch24_drift,SEED,catch,6,4,y_gyro__outlier_timing_pos,0.076431
sp,catch24_drift,SEED,catch,6,5,y_acc__whiten_timescale,0.043881
sp,catch24_drift,SEED,catch,6,6,z_acc__SD,0.017119
sp,catch24_drift,SEED,original,6,1,x_gyro,0.095548
sp,catch24_drift,SEED,original,6,2,z_gyro,0.028062
sp,catch24_drift,SEED,original,6,3,y_gyro,0.021824
sp,catch24_drift,SEED,original,6,4,z_acc,0.01291
sp,catch24_drift,SEED,original,6,5,x_acc,0.0
sp,catch24_drift,SEED,original,6,6,y_acc,0.0
